,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3251円,129分,103.4%,36件
1,950-999,1391円,120分,101.5%,43件
2,1000-1049,3025円,126分,103.2%,41件
3,1050-1099,2698円,113分,103.2%,53件
4,1100-1149,4736円,117分,105.4%,45件
5,1150-1199,2471円,120分,102.7%,64件
6,1200-1249,648円,112分,100.8%,57件
7,1250-1299,3002円,109分,103.7%,65件
8,1300-1349,4632円,104分,106%,82件
9,1350-1399,3624円,108分,104.5%,84件
10,1400-1449,4612円,104分,105.9%,86件
11,1450-1499,4493円,104分,105.8%,86件
12,1500-1549,3497円,99分,104.7%,95件
13,1550-1599,3104円,100分,104.2%,109件
14,1600-1649,4113円,93分,105.9%,95件
15,1650-1699,4207円,91分,106.2%,85件
16,1700-1749,4044円,93分,105.8%,100件
17,1750-1799,5810円,82分,109.4%,93件
18,1800-1849,4942円,85分,107.8%,99件
19,1850-1899,6561円,76分,111.5%,105件
20,1900-1949,3915円,77分,106.8%,88件
21,1950-1999,6758円,68分,113.2%,84件
22,2000-2049,7030円,72分,113%,99件
23,2050-2099,6101円,64分,112.7%,72件
24,2100-2149,5127円,64分,110.7%,77件
25,2150-2199,5799円,57分,113.5%,68件
26,2200-2249,8148円,51分,121.4%,84件
27,2250-2299,6130円,49分,116.5%,48件
28,2300-2349,7798円,45分,123.2%,61件
29,2350-2399,7767円,41分,125.4%,51件
30,2400-2449,7642円,42分,124.2%,50件
31,2450-2499,7637円,39分,126.1%,57件
32,2500-2549,8629円,39分,129.8%,60件
33,2550-2599,8297円,39分,128.1%,61件
34,2600-2649,8322円,40分,127.9%,46件
35,2650-2699,8571円,37分,130.8%,49件
36,2700-2749,9464円,34分,137.5%,52件
37,2750-2799,9926円,31分,142.7%,47件
38,2800-2849,10544円,28分,150.4%,33件
39,2850-2899,11315円,24分,163.7%,50件
40,2900-2949,12999円,24分,172.6%,38件
