,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3958円,129分,104.1%,83件
1,950-999,4759円,136分,104.7%,91件
2,1000-1049,3758円,129分,103.9%,111件
3,1050-1099,4149円,126分,104.4%,99件
4,1100-1149,5038円,122分,105.5%,119件
5,1150-1199,5795円,116分,106.7%,145件
6,1200-1249,4560円,119分,105.1%,128件
7,1250-1299,5520円,118分,106.2%,160件
8,1300-1349,5411円,117分,106.2%,148件
9,1350-1399,5254円,108分,106.5%,163件
10,1400-1449,4698円,111分,105.7%,193件
11,1450-1499,5547円,106分,106.9%,180件
12,1500-1549,5752円,103分,107.5%,150件
13,1550-1599,5151円,104分,106.6%,158件
14,1600-1649,5920円,96分,108.2%,157件
15,1650-1699,5841円,96分,108.1%,178件
16,1700-1749,7453円,88分,111.3%,181件
17,1750-1799,4653円,89分,107%,156件
18,1800-1849,8012円,82分,113%,164件
19,1850-1899,7395円,81分,112.2%,156件
20,1900-1949,6549円,77分,111.3%,131件
21,1950-1999,6253円,74分,111.3%,137件
22,2000-2049,6887円,68分,113.5%,127件
23,2050-2099,7808円,65分,116%,139件
24,2100-2149,7654円,64分,116.1%,102件
25,2150-2199,8607円,60分,119.3%,112件
26,2200-2249,7499円,53分,118.9%,94件
27,2250-2299,8120円,53分,120.4%,100件
28,2300-2349,7056円,49分,119.3%,96件
29,2350-2399,7813円,46分,122.6%,104件
30,2400-2449,6736円,50分,118.1%,94件
31,2450-2499,8713円,43分,127.3%,87件
32,2500-2549,8774円,42分,127.7%,92件
33,2550-2599,8879円,41分,129%,90件
34,2600-2649,9005円,40分,130%,85件
35,2650-2699,10205円,35分,139%,69件
36,2700-2749,10091円,34分,139%,86件
37,2750-2799,11213円,33分,144.8%,75件
38,2800-2849,12471円,29分,157.8%,71件
39,2850-2899,13003円,26分,166.2%,52件
40,2900-2949,14476円,24分,181.9%,63件
