,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-1595円,152分,98.6%,56件
1,500-549,-1023円,148分,99.1%,87件
2,550-599,-644円,145分,99.4%,112件
3,600-649,-1140円,141分,98.9%,151件
4,650-699,178円,140分,100.2%,157件
5,700-749,38円,139分,100%,171件
6,750-799,-12円,136分,100%,193件
7,800-849,-451円,137分,99.6%,235件
8,850-899,122円,133分,100.1%,231件
9,900-949,465円,131分,100.5%,232件
10,950-999,1368円,126分,101.4%,306件
11,1000-1049,1576円,124分,101.7%,287件
12,1050-1099,776円,122分,100.8%,342件
13,1100-1149,1576円,123分,101.7%,332件
14,1150-1199,1154円,118分,101.3%,341件
15,1200-1249,800円,116分,100.9%,389件
16,1250-1299,1582円,116分,101.8%,381件
17,1300-1349,1893円,111分,102.3%,323件
18,1350-1399,1302円,112分,101.5%,337件
19,1400-1449,2049円,105分,102.6%,351件
20,1450-1499,1529円,105分,101.9%,339件
21,1500-1549,2388円,100分,103.2%,341件
22,1550-1599,1882円,97分,102.6%,334件
23,1600-1649,3637円,94分,105.2%,333件
24,1650-1699,3813円,92分,105.5%,368件
25,1700-1749,2885円,88分,104.4%,295件
26,1750-1799,3193円,86分,104.9%,300件
27,1800-1849,3978円,81分,106.5%,283件
28,1850-1899,4144円,77分,107.2%,280件
29,1900-1949,4763円,75分,108.4%,255件
30,1950-1999,4706円,73分,108.6%,248件
31,2000-2049,4652円,68分,109.1%,229件
32,2050-2099,5359円,67分,110.7%,227件
33,2100-2149,5707円,62分,112.3%,224件
34,2150-2199,4777円,61分,110.4%,221件
35,2200-2249,3547円,60分,107.9%,199件
36,2250-2299,5452円,52分,114%,184件
37,2300-2349,5454円,51分,114.3%,181件
38,2350-2399,5767円,47分,116.3%,188件
39,2400-2449,5814円,46分,116.7%,185件
40,2450-2499,6403円,43分,119.9%,158件
41,2500-2549,6097円,43分,119%,172件
42,2550-2599,6779円,42分,121.4%,140件
43,2600-2649,8305円,37分,129.8%,158件
44,2650-2699,8906円,37分,132.2%,125件
45,2700-2749,9458円,33分,138.3%,155件
46,2750-2799,9721円,34分,138.7%,123件
47,2800-2849,10972円,29分,150.9%,116件
48,2850-2899,12149円,25分,164.5%,113件
49,2900-2949,12914円,23分,175%,116件
