,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3588円,137分,103.5%,60件
1,850-899,5659円,126分,106%,54件
2,900-949,4305円,118分,104.9%,66件
3,950-999,2584円,126分,102.7%,98件
4,1000-1049,4030円,126分,104.3%,105件
5,1050-1099,4772円,123分,105.2%,99件
6,1100-1149,3784円,121分,104.2%,128件
7,1150-1199,3001円,122分,103.3%,124件
8,1200-1249,5598円,117分,106.4%,136件
9,1250-1299,6140円,114分,107.2%,145件
10,1300-1349,4514円,111分,105.4%,154件
11,1350-1399,3816円,108分,104.7%,178件
12,1400-1449,5836円,104分,107.5%,171件
13,1450-1499,5922円,107分,107.4%,174件
14,1500-1549,5908円,98分,108%,172件
15,1550-1599,6884円,91分,110.1%,179件
16,1600-1649,6789円,92分,109.9%,157件
17,1650-1699,6745円,94分,109.6%,163件
18,1700-1749,6693円,87分,110.3%,142件
19,1750-1799,5825円,84分,109.2%,146件
20,1800-1849,6438円,84分,110.2%,135件
21,1850-1899,6506円,76分,111.4%,127件
22,1900-1949,6409円,76分,111.3%,117件
23,1950-1999,6813円,72分,112.5%,129件
24,2000-2049,7390円,69分,114.3%,120件
25,2050-2099,7688円,65分,115.8%,98件
26,2100-2149,8578円,66分,117.2%,109件
27,2150-2199,7627円,59分,117.2%,95件
28,2200-2249,9516円,53分,124.1%,82件
29,2250-2299,6903円,52分,117.6%,79件
30,2300-2349,7934円,46分,123.1%,71件
31,2350-2399,7064円,44分,121.4%,91件
32,2400-2449,9086円,39分,131%,96件
33,2450-2499,9411円,37分,134.2%,78件
34,2500-2549,8912円,41分,128.7%,66件
35,2550-2599,9478円,40分,131.7%,66件
36,2600-2649,11063円,35分,141.9%,69件
37,2650-2699,10424円,34分,141%,70件
38,2700-2749,11239円,33分,145%,61件
39,2750-2799,11253円,31分,148.8%,65件
40,2800-2849,11762円,28分,156.1%,56件
41,2850-2899,11624円,25分,162.8%,52件
42,2900-2949,14104円,23分,180.6%,64件
