,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3032円,135分,103%,666件
1,700-749,2652円,136分,102.6%,883件
2,750-799,3360円,131分,103.4%,791件
3,800-849,3726円,129分,103.8%,709件
4,850-899,3793円,128分,104%,634件
5,900-949,3714円,126分,103.9%,579件
6,950-999,3355円,126分,103.6%,534件
7,1000-1049,4014円,120分,104.5%,514件
8,1050-1099,4068円,119分,104.6%,433件
9,1100-1149,4401円,118分,105%,401件
10,1150-1199,4378円,115分,105.1%,360件
11,1200-1249,5179円,114分,106.1%,388件
12,1250-1299,4935円,109分,106%,675件
13,1300-1349,5007円,105分,106.3%,372件
14,1350-1399,5860円,103分,107.6%,401件
15,1400-1449,5791円,101分,107.6%,373件
16,1450-1499,5587円,99分,107.5%,308件
17,1500-1549,5179円,96分,107.2%,319件
18,1550-1599,6358円,93分,109.1%,310件
19,1600-1649,6705円,92分,109.8%,286件
20,1650-1699,6540円,87分,110%,243件
21,1700-1749,7530円,84分,111.9%,252件
22,1750-1799,6551円,84分,110.4%,236件
23,1800-1849,7527円,81分,112.4%,264件
24,1850-1899,7311円,76分,112.9%,252件
25,1900-1949,6668円,76分,111.7%,235件
26,1950-1999,8498円,70分,116.1%,232件
27,2000-2049,8391円,70分,116%,219件
28,2050-2099,7802円,67分,115.6%,186件
29,2100-2149,9053円,64分,118.8%,221件
30,2150-2199,9129円,61分,120%,191件
31,2200-2249,8942円,54分,122.1%,201件
32,2250-2299,8893円,50分,123.9%,176件
33,2300-2349,9363円,44分,128.1%,187件
34,2350-2399,10151円,39分,135%,176件
35,2400-2449,9987円,37分,136.2%,172件
36,2450-2499,9943円,36分,137.3%,207件
37,2500-2549,10496円,34分,141.2%,186件
38,2550-2599,10361円,35分,139.8%,173件
39,2600-2649,11449円,32分,148.4%,180件
40,2650-2699,10771円,32分,145.3%,151件
41,2700-2749,11845円,29分,154.7%,166件
42,2750-2799,11873円,29分,155%,142件
43,2800-2849,12493円,26分,163.4%,155件
44,2850-2899,13575円,24分,174.1%,134件
45,2900-2949,13879円,21分,189.7%,131件
