,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,379円,147分,100.3%,1357件
1,500-549,-118円,147分,99.9%,1747件
2,550-599,119円,144分,100.1%,1594件
3,600-649,611円,140分,100.6%,1434件
4,650-699,876円,138分,100.8%,1276件
5,700-749,611円,139分,100.6%,1121件
6,750-799,523円,137分,100.5%,1073件
7,800-849,1179円,131分,101.2%,1036件
8,850-899,672円,135分,100.7%,926件
9,900-949,1717円,129分,101.8%,880件
10,950-999,1855円,126分,102%,791件
11,1000-1049,2235円,125分,102.4%,766件
12,1050-1099,1742円,122分,101.9%,1400件
13,1100-1149,1585円,121分,101.8%,799件
14,1150-1199,2454円,116分,102.8%,820件
15,1200-1249,2254円,115分,102.6%,727件
16,1250-1299,2726円,113分,103.2%,654件
17,1300-1349,2440円,110分,102.9%,617件
18,1350-1399,2914円,108分,103.6%,636件
19,1400-1449,2696円,106分,103.4%,560件
20,1450-1499,3293円,102分,104.3%,550件
21,1500-1549,3862円,100分,105.2%,508件
22,1550-1599,3474円,97分,104.8%,521件
23,1600-1649,4104円,94分,105.8%,577件
24,1650-1699,3817円,90分,105.6%,504件
25,1700-1749,3874円,90分,105.8%,519件
26,1750-1799,4802円,85分,107.6%,492件
27,1800-1849,5260円,82分,108.5%,453件
28,1850-1899,4786円,81分,107.9%,417件
29,1900-1949,5608円,76分,109.8%,468件
30,1950-1999,6134円,75分,110.9%,430件
31,2000-2049,5250円,69分,110.1%,415件
32,2050-2099,5588円,66分,111.3%,379件
33,2100-2149,5995円,61分,113.1%,390件
34,2150-2199,6739円,57分,115.9%,405件
35,2200-2249,6803円,54分,116.8%,384件
36,2250-2299,6174円,50分,116.5%,402件
37,2300-2349,6375円,48分,117.7%,352件
38,2350-2399,6733円,46分,119.4%,349件
39,2400-2449,7527円,43分,123.3%,372件
40,2450-2499,7189円,42分,122.7%,314件
41,2500-2549,7756円,40分,125.6%,353件
42,2550-2599,8227円,40分,127.5%,324件
43,2600-2649,8617円,38分,130.4%,303件
44,2650-2699,9134円,37分,133.2%,270件
45,2700-2749,9112円,34分,135.6%,300件
46,2750-2799,9974円,31分,142.3%,250件
47,2800-2849,11202円,29分,152%,259件
48,2850-2899,11891円,25分,164%,244件
49,2900-2949,12829円,23分,174.4%,206件
