,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4396円,131分,104.5%,79件
1,1000-1049,4566円,128分,104.8%,82件
2,1050-1099,4191円,128分,104.4%,101件
3,1100-1149,5514円,129分,105.7%,116件
4,1150-1199,4855円,123分,105.3%,122件
5,1200-1249,5756円,113分,106.8%,130件
6,1250-1299,5875円,116分,106.7%,135件
7,1300-1349,5836円,108分,107.2%,127件
8,1350-1399,5308円,110分,106.5%,135件
9,1400-1449,3885円,108分,104.8%,154件
10,1450-1499,4787円,105分,106.1%,138件
11,1500-1549,5526円,100分,107.3%,173件
12,1550-1599,5611円,98分,107.7%,152件
13,1600-1649,6246円,97分,108.6%,166件
14,1650-1699,6900円,96分,109.6%,161件
15,1700-1749,6339円,90分,109.4%,139件
16,1750-1799,5391円,87分,108.3%,165件
17,1800-1849,6064円,81分,109.9%,173件
18,1850-1899,5666円,80分,109.4%,155件
19,1900-1949,7103円,77分,112.3%,147件
20,1950-1999,6329円,74分,111.4%,119件
21,2000-2049,4844円,73分,108.8%,123件
22,2050-2099,6900円,70分,113.2%,123件
23,2100-2149,7084円,67分,114.2%,109件
24,2150-2199,7150円,59分,116%,132件
25,2200-2249,7025円,57分,116.4%,104件
26,2250-2299,7627円,51分,119.8%,103件
27,2300-2349,7015円,52分,118.2%,111件
28,2350-2399,7712円,47分,122%,98件
29,2400-2449,7879円,46分,123%,82件
30,2450-2499,7790円,45分,122.9%,95件
31,2500-2549,8352円,43分,125.7%,94件
32,2550-2599,8020円,42分,125.4%,80件
33,2600-2649,9793円,39分,133.7%,75件
34,2650-2699,9968円,38分,135.3%,66件
35,2700-2749,10972円,34分,143.4%,68件
36,2750-2799,11652円,34分,145.9%,93件
37,2800-2849,12071円,30分,153.6%,76件
38,2850-2899,13514円,27分,166.8%,61件
39,2900-2949,14733円,24分,182.8%,60件
