,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2446円,146分,102.2%,1594件
1,600-649,2890円,142分,102.7%,1434件
2,650-699,3148円,140分,103%,1276件
3,700-749,2887円,141分,102.7%,1121件
4,750-799,2745円,139分,102.6%,1073件
5,800-849,3340円,133分,103.3%,1036件
6,850-899,2872円,137分,102.8%,926件
7,900-949,3869円,131分,103.9%,880件
8,950-999,3946円,128分,104.1%,791件
9,1000-1049,4331円,126分,104.6%,766件
10,1050-1099,3779円,124分,104.1%,1400件
11,1100-1149,3570円,122分,103.9%,799件
12,1150-1199,4406円,118分,105%,820件
13,1200-1249,4168円,117分,104.8%,727件
14,1250-1299,4633円,114分,105.4%,654件
15,1300-1349,4296円,112分,105.1%,617件
16,1350-1399,4744円,110分,105.8%,636件
17,1400-1449,4488円,108分,105.5%,560件
18,1450-1499,5036円,104分,106.5%,550件
19,1500-1549,5578円,101分,107.4%,508件
20,1550-1599,5142円,99分,106.9%,521件
21,1600-1649,5730円,95分,108%,577件
22,1650-1699,5377円,92分,107.8%,504件
23,1700-1749,5414円,91分,107.9%,519件
24,1750-1799,6308円,86分,109.8%,492件
25,1800-1849,6738円,83分,110.8%,453件
26,1850-1899,6216円,82分,110.1%,417件
27,1900-1949,7004円,78分,112%,468件
28,1950-1999,7528円,76分,113.2%,430件
29,2000-2049,6492円,70分,112.3%,415件
30,2050-2099,6782円,67分,113.5%,379件
31,2100-2149,7106円,62分,115.3%,390件
32,2150-2199,7805円,57分,118.1%,405件
33,2200-2249,7837円,55分,119.1%,384件
34,2250-2299,7103円,51分,118.6%,402件
35,2300-2349,7261円,49分,119.8%,352件
36,2350-2399,7607円,47分,121.6%,349件
37,2400-2449,8380円,44分,125.4%,372件
38,2450-2499,8039円,43分,124.9%,314件
39,2500-2549,8606円,41分,127.9%,353件
40,2550-2599,9077円,41分,129.8%,324件
41,2600-2649,9467円,39分,132.7%,303件
42,2650-2699,9984円,37分,135.5%,270件
43,2700-2749,9962円,35分,138%,300件
44,2750-2799,10824円,32分,144.8%,250件
45,2800-2849,12052円,29分,154.5%,259件
46,2850-2899,12741円,26分,166.5%,244件
47,2900-2949,13679円,24分,176.8%,206件
