,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-1円,148分,100%,15564件
1,450-499,289円,148分,100.3%,4805件
2,500-549,805円,145分,100.7%,2549件
3,550-599,976円,143分,100.9%,1735件
4,600-649,848円,142分,100.8%,1456件
5,650-699,618円,140分,100.6%,1208件
6,700-749,1285円,138分,101.2%,1157件
7,750-799,1508円,134分,101.5%,1125件
8,800-849,1316円,134分,101.3%,1143件
9,850-899,1662円,130分,101.7%,1021件
10,900-949,1300円,129分,101.3%,1009件
11,950-999,1811円,126分,101.9%,1077件
12,1000-1049,2143円,127分,102.3%,1071件
13,1050-1099,2106円,122分,102.3%,963件
14,1100-1149,2273円,118分,102.6%,1149件
15,1150-1199,2591円,116分,103%,1095件
16,1200-1249,2629円,115分,103%,1041件
17,1250-1299,3532円,112分,104.2%,1057件
18,1300-1349,3766円,110分,104.5%,997件
19,1350-1399,3250円,108分,104%,1014件
20,1400-1449,3314円,105分,104.2%,924件
21,1450-1499,3540円,100分,104.7%,889件
22,1500-1549,4206円,100分,105.6%,858件
23,1550-1599,3396円,97分,104.7%,860件
24,1600-1649,4279円,94分,106.1%,833件
25,1650-1699,4110円,91分,106%,836件
26,1700-1749,4395円,88分,106.7%,778件
27,1750-1799,5033円,85分,107.9%,736件
28,1800-1849,5315円,84分,108.5%,772件
29,1850-1899,5199円,80分,108.7%,707件
30,1900-1949,5209円,77分,109%,714件
31,1950-1999,5504円,75分,109.8%,711件
32,2000-2049,5861円,72分,110.9%,724件
33,2050-2099,6298円,68分,112.4%,649件
34,2100-2149,6139円,63分,113.1%,664件
35,2150-2199,5981円,58分,113.8%,633件
36,2200-2249,6347円,52分,116.2%,609件
37,2250-2299,6771円,50分,118.1%,595件
38,2300-2349,6752円,47分,119.1%,573件
39,2350-2399,6934円,44分,120.9%,573件
40,2400-2449,7098円,43分,122%,578件
41,2450-2499,7773円,40分,125.6%,545件
42,2500-2549,7804円,40分,126.2%,521件
43,2550-2599,7992円,39分,127.1%,513件
44,2600-2649,8480円,38分,129.6%,464件
45,2650-2699,9351円,35分,135.4%,499件
46,2700-2749,9628円,33分,138.4%,462件
47,2750-2799,10179円,30分,144.7%,474件
48,2800-2849,11057円,29分,151.6%,432件
49,2850-2899,10748円,29分,149.3%,381件
