,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2004円,147分,101.8%,1787件
1,600-649,2046円,146分,101.9%,1634件
2,650-699,1804円,145分,101.7%,1513件
3,700-749,2341円,140分,102.2%,1465件
4,750-799,2122円,140分,102%,1297件
5,800-849,2485円,138分,102.4%,1277件
6,850-899,2961円,134分,102.9%,1145件
7,900-949,3371円,132分,103.4%,1098件
8,950-999,2707円,130分,102.8%,1979件
9,1000-1049,2553円,129分,102.6%,1105件
10,1050-1099,3088円,124分,103.3%,1193件
11,1100-1149,3125円,124分,103.4%,1013件
12,1150-1199,3549円,121分,103.9%,938件
13,1200-1249,3510円,117分,104%,896件
14,1250-1299,3706円,116分,104.2%,915件
15,1300-1349,3374円,113分,104%,816件
16,1350-1399,3892円,110分,104.7%,792件
17,1400-1449,4892円,108分,106.1%,738件
18,1450-1499,4327円,106分,105.5%,759件
19,1500-1549,4396円,102分,105.7%,782件
20,1550-1599,4371円,98分,105.9%,752件
21,1600-1649,4737円,96分,106.6%,733件
22,1650-1699,5416円,92分,107.8%,705件
23,1700-1749,5637円,90分,108.3%,689件
24,1750-1799,5148円,89分,107.7%,612件
25,1800-1849,5489円,84分,108.7%,641件
26,1850-1899,6126円,83分,109.8%,611件
27,1900-1949,5719円,77分,109.9%,597件
28,1950-1999,6063円,75分,110.7%,562件
29,2000-2049,5726円,71分,110.7%,551件
30,2050-2099,6622円,66分,113.3%,564件
31,2100-2149,6768円,63分,114.3%,559件
32,2150-2199,5814円,59分,113.1%,553件
33,2200-2249,6637円,57分,115.5%,525件
34,2250-2299,6615円,54分,116.2%,517件
35,2300-2349,6968円,50分,118.5%,529件
36,2350-2399,6577円,48分,118.2%,439件
37,2400-2449,6851円,46分,119.7%,486件
38,2450-2499,7621円,45分,122.6%,453件
39,2500-2549,8145円,43分,125.5%,449件
40,2550-2599,8739円,42分,128.1%,417件
41,2600-2649,8519円,39分,128.9%,444件
42,2650-2699,9420円,38分,133.5%,368件
43,2700-2749,10340円,35分,139.4%,388件
44,2750-2799,10964円,32分,145.6%,366件
45,2800-2849,11667円,30分,151.5%,327件
46,2850-2899,12867円,27分,163.2%,243件
47,2900-2949,13756円,23分,179.7%,189件
