,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3506円,134分,103.5%,114件
1,850-899,3860円,136分,103.8%,136件
2,900-949,2737円,136分,102.7%,161件
3,950-999,2638円,134分,102.6%,142件
4,1000-1049,4336円,126分,104.6%,170件
5,1050-1099,4830円,122分,105.3%,211件
6,1100-1149,4367円,121分,104.8%,190件
7,1150-1199,4291円,123分,104.7%,231件
8,1200-1249,4765円,119分,105.3%,218件
9,1250-1299,4537円,115分,105.3%,250件
10,1300-1349,3989円,114分,104.7%,265件
11,1350-1399,4438円,112分,105.3%,252件
12,1400-1449,4883円,106分,106.1%,211件
13,1450-1499,4335円,110分,105.2%,221件
14,1500-1549,5130円,102分,106.7%,244件
15,1550-1599,4373円,102分,105.7%,239件
16,1600-1649,5577円,94分,107.9%,236件
17,1650-1699,4261円,92分,106.2%,224件
18,1700-1749,6699円,87分,110.3%,228件
19,1750-1799,6923円,87分,110.6%,236件
20,1800-1849,5975円,82分,109.7%,197件
21,1850-1899,5973円,81分,109.9%,207件
22,1900-1949,6383円,75分,111.3%,186件
23,1950-1999,6312円,73分,111.6%,194件
24,2000-2049,7791円,70分,114.9%,169件
25,2050-2099,7353円,66分,114.8%,163件
26,2100-2149,6827円,60分,115.1%,145件
27,2150-2199,7047円,61分,115.5%,154件
28,2200-2249,7195円,57分,116.8%,150件
29,2250-2299,6287円,55分,115.1%,139件
30,2300-2349,5189円,55分,112.7%,129件
31,2350-2399,7775円,46分,122.5%,134件
32,2400-2449,7258円,46分,121.2%,127件
33,2450-2499,7997円,43分,124.6%,135件
34,2500-2549,8401円,42分,126.4%,128件
35,2550-2599,8673円,41分,128.3%,106件
36,2600-2649,8410円,40分,128.2%,118件
37,2650-2699,9105円,39分,131%,102件
38,2700-2749,10422円,35分,140.2%,100件
39,2750-2799,11278円,33分,145.8%,80件
40,2800-2849,12299円,29分,155.7%,99件
41,2850-2899,12763円,29分,159.3%,92件
42,2900-2949,13786円,24分,177.1%,71件
