,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3769円,130分,103.9%,889件
1,1000-1049,3630円,133分,103.6%,861件
2,1050-1099,3663円,127分,103.9%,861件
3,1100-1149,4061円,123分,104.4%,812件
4,1150-1199,4117円,123分,104.4%,748件
5,1200-1249,3933円,119分,104.4%,802件
6,1250-1299,4624円,115分,105.3%,745件
7,1300-1349,4365円,113分,105.2%,725件
8,1350-1399,3827円,112分,104.5%,688件
9,1400-1449,4411円,109分,105.4%,685件
10,1450-1499,4885円,105分,106.2%,651件
11,1500-1549,5063円,102分,106.6%,693件
12,1550-1599,5123円,101分,106.8%,640件
13,1600-1649,4956円,95分,106.9%,589件
14,1650-1699,5494円,94分,107.8%,537件
15,1700-1749,5845円,91分,108.5%,546件
16,1750-1799,6319円,86分,109.8%,474件
17,1800-1849,5193円,86分,108.1%,446件
18,1850-1899,6722円,82分,111%,429件
19,1900-1949,5625円,78分,109.6%,426件
20,1950-1999,5940円,75分,110.6%,436件
21,2000-2049,6379円,70分,112.1%,426件
22,2050-2099,6251円,68分,112.2%,396件
23,2100-2149,5876円,65分,112%,376件
24,2150-2199,6788円,61分,114.9%,363件
25,2200-2249,6041円,60分,113.5%,355件
26,2250-2299,7141円,55分,117.2%,312件
27,2300-2349,6168円,52分,115.7%,330件
28,2350-2399,6943円,49分,119.1%,315件
29,2400-2449,7500円,46分,121.8%,318件
30,2450-2499,7712円,46分,122.5%,376件
31,2500-2549,7830円,44分,123.6%,300件
32,2550-2599,8618円,42分,127.3%,274件
33,2600-2649,9404円,40分,131.3%,282件
34,2650-2699,10214円,38分,136.1%,271件
35,2700-2749,10574円,35分,139.8%,249件
36,2750-2799,11496円,32分,148%,236件
37,2800-2849,12690円,31分,155.5%,231件
38,2850-2899,13596円,27分,168.2%,238件
39,2900-2949,14629円,23分,183.1%,187件
