,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-1597円,161分,98.7%,38260件
1,200-249,-1462円,160分,98.8%,11518件
2,250-299,-1043円,159分,99.1%,6180件
3,300-349,-910円,155分,99.2%,4226件
4,350-399,-735円,152分,99.4%,3453件
5,400-449,-522円,152分,99.5%,2969件
6,450-499,-239円,151分,99.8%,2878件
7,500-549,-160円,147分,99.9%,2721件
8,550-599,-251円,147分,99.8%,2711件
9,600-649,129円,142分,100.1%,2626件
10,650-699,71円,141分,100.1%,2628件
11,700-749,102円,139分,100.1%,2614件
12,750-799,464円,138分,100.4%,2619件
13,800-849,584円,135分,100.6%,2447件
14,850-899,644円,131分,100.7%,2722件
15,900-949,880円,131分,100.9%,2784件
16,950-999,1215円,128分,101.3%,2668件
17,1000-1049,1505円,125分,101.6%,2579件
18,1050-1099,1411円,124分,101.5%,2458件
19,1100-1149,1135円,122分,101.2%,2449件
20,1150-1199,1683円,119分,101.9%,2307件
21,1200-1249,1897円,114分,102.2%,2250件
22,1250-1299,1922円,114分,102.2%,2137件
23,1300-1349,2144円,111分,102.6%,2100件
24,1350-1399,2375円,108分,102.9%,2093件
25,1400-1449,2195円,106分,102.8%,2079件
26,1450-1499,2457円,102分,103.2%,1951件
27,1500-1549,2693円,101分,103.6%,1882件
28,1550-1599,3141円,98分,104.3%,1949件
29,1600-1649,3342円,95分,104.7%,1820件
30,1650-1699,3475円,92分,105%,1841件
31,1700-1749,3545円,89分,105.3%,1845件
32,1750-1799,3301円,88分,105%,1704件
33,1800-1849,4021円,84分,106.4%,1645件
34,1850-1899,3723円,80分,106.2%,1663件
35,1900-1949,3970円,77分,106.9%,1623件
36,1950-1999,3893円,72分,107.2%,1516件
37,2000-2049,4615円,70分,108.8%,1554件
38,2050-2099,4962円,66分,110%,1482件
39,2100-2149,4866円,64分,110.2%,1458件
40,2150-2199,4793円,60分,110.6%,1415件
41,2200-2249,5221円,57分,112.2%,1415件
42,2250-2299,5433円,54分,113.5%,1367件
43,2300-2349,5521円,51分,114.5%,1262件
44,2350-2399,6129円,47分,117.5%,1279件
45,2400-2449,5974円,46分,117.2%,1228件
46,2450-2499,6475円,44分,119.5%,1206件
47,2500-2549,7017円,42分,122.3%,1217件
48,2550-2599,7490円,41分,124.5%,1171件
49,2600-2649,7389円,41分,124.2%,938件
