,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5517円,130分,105.7%,733件
1,1000-1049,5515円,126分,105.9%,644件
2,1050-1099,6028円,124分,106.5%,649件
3,1100-1149,5634円,121分,106.2%,1166件
4,1150-1199,5468円,119分,106.1%,645件
5,1200-1249,6056円,116分,107%,687件
6,1250-1299,6128円,114分,107.2%,625件
7,1300-1349,6210円,112分,107.4%,542件
8,1350-1399,5462円,110分,106.6%,516件
9,1400-1449,6440円,107分,108%,532件
10,1450-1499,6044円,105分,107.6%,461件
11,1500-1549,6808円,100分,109.1%,448件
12,1550-1599,7024円,99分,109.5%,423件
13,1600-1649,6686円,97分,109.2%,442件
14,1650-1699,7275円,93分,110.4%,479件
15,1700-1749,7309円,89分,111%,439件
16,1750-1799,6737円,88分,110.2%,429件
17,1800-1849,7861円,84分,112.5%,405件
18,1850-1899,8246円,81分,113.6%,383件
19,1900-1949,7612円,79分,112.8%,347件
20,1950-1999,8635円,76分,115.2%,396件
21,2000-2049,9025円,73分,116.5%,360件
22,2050-2099,8044円,68分,115.8%,348件
23,2100-2149,8311円,63分,117.6%,313件
24,2150-2199,8534円,59分,119.4%,321件
25,2200-2249,9180円,53分,123.1%,337件
26,2250-2299,8844円,51分,123%,307件
27,2300-2349,8493円,47分,124.3%,340件
28,2350-2399,8650円,45分,125.5%,299件
29,2400-2449,8631円,45分,125.7%,293件
30,2450-2499,9761円,42分,131.3%,311件
31,2500-2549,9392円,41分,130.3%,262件
32,2550-2599,9870円,39分,133.4%,290件
33,2600-2649,10284円,38分,135.8%,251件
34,2650-2699,10798円,36分,139.9%,240件
35,2700-2749,11314円,35分,142.9%,226件
36,2750-2799,11602円,32分,147.8%,250件
37,2800-2849,12200円,29分,155.5%,204件
38,2850-2899,13650円,27分,168.3%,219件
39,2900-2949,14091円,23分,181%,184件
