,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,149円,143分,100.1%,98件
1,550-599,-551円,146分,99.5%,126件
2,600-649,-31円,145分,100%,155件
3,650-699,100円,136分,100.1%,183件
4,700-749,-1539円,139分,98.5%,226件
5,750-799,772円,136分,100.8%,245件
6,800-849,659円,134分,100.7%,273件
7,850-899,899円,131分,100.9%,322件
8,900-949,340円,132分,100.3%,338件
9,950-999,1333円,126分,101.4%,336件
10,1000-1049,1588円,125分,101.7%,364件
11,1050-1099,569円,125分,100.6%,393件
12,1100-1149,821円,122分,100.9%,437件
13,1150-1199,1891円,116分,102.2%,412件
14,1200-1249,2281円,118分,102.6%,425件
15,1250-1299,1859円,112分,102.2%,411件
16,1300-1349,2775円,106分,103.5%,405件
17,1350-1399,2286円,107分,102.8%,388件
18,1400-1449,2520円,106分,103.2%,401件
19,1450-1499,2769円,103分,103.6%,350件
20,1500-1549,1928円,100分,102.6%,330件
21,1550-1599,2929円,96分,104.1%,339件
22,1600-1649,3199円,94分,104.5%,339件
23,1650-1699,3500円,89分,105.2%,305件
24,1700-1749,3028円,87分,104.7%,312件
25,1750-1799,3793円,87分,105.8%,307件
26,1800-1849,3970円,81分,106.5%,273件
27,1850-1899,4357円,82分,107.1%,243件
28,1900-1949,4509円,76分,107.9%,269件
29,1950-1999,5440円,72分,110.1%,234件
30,2000-2049,3934円,70分,107.5%,212件
31,2050-2099,5337円,66分,110.8%,192件
32,2100-2149,4733円,61分,110.3%,219件
33,2150-2199,4924円,58分,111.2%,212件
34,2200-2249,5877円,53分,114.8%,199件
35,2250-2299,5951円,53分,115.1%,194件
36,2300-2349,5571円,50分,115%,184件
37,2350-2399,6704円,44分,120.2%,172件
38,2400-2449,6126円,46分,117.6%,168件
39,2450-2499,6982円,43分,121.7%,147件
40,2500-2549,7118円,43分,122.2%,162件
41,2550-2599,7647円,40分,125.5%,145件
42,2600-2649,8149円,37分,129%,144件
43,2650-2699,8814円,36分,132.6%,171件
44,2700-2749,9004円,34分,134.9%,145件
45,2750-2799,10207円,31分,143.7%,132件
46,2800-2849,11615円,28分,155.4%,136件
47,2850-2899,11989円,27分,159.9%,124件
48,2900-2949,12683円,22分,175.4%,108件
