,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1665円,144分,101.5%,98件
1,550-599,976円,148分,100.9%,126件
2,600-649,1520円,146分,101.4%,155件
3,650-699,1550円,138分,101.5%,183件
4,700-749,-111円,141分,99.9%,226件
5,750-799,2246円,137分,102.2%,245件
6,800-849,2106円,136分,102.1%,273件
7,850-899,2312円,132分,102.3%,322件
8,900-949,1741円,133分,101.7%,338件
9,950-999,2712円,127分,102.8%,336件
10,1000-1049,2954円,126分,103.1%,364件
11,1050-1099,1905円,126分,102%,393件
12,1100-1149,2133円,123分,102.3%,437件
13,1150-1199,3166円,117分,103.6%,412件
14,1200-1249,3606円,119分,104%,425件
15,1250-1299,3090円,113分,103.6%,411件
16,1300-1349,3966円,107分,104.9%,405件
17,1350-1399,3468円,108分,104.3%,388件
18,1400-1449,3697円,107分,104.6%,401件
19,1450-1499,3926円,104分,105%,350件
20,1500-1549,3013円,101分,104%,330件
21,1550-1599,3998円,97分,105.5%,339件
22,1600-1649,4257円,95分,106%,339件
23,1650-1699,4511円,90分,106.7%,305件
24,1700-1749,3996円,88分,106.1%,312件
25,1750-1799,4782円,88分,107.3%,307件
26,1800-1849,4901円,82分,108%,273件
27,1850-1899,5317円,83分,108.6%,243件
28,1900-1949,5392円,77分,109.3%,269件
29,1950-1999,6299円,73分,111.6%,234件
30,2000-2049,4722円,71分,108.9%,212件
31,2050-2099,6123円,67分,112.3%,192件
32,2100-2149,5444円,62分,111.8%,219件
33,2150-2199,5602円,59分,112.7%,212件
34,2200-2249,6530円,54分,116.2%,199件
35,2250-2299,6587円,53分,116.5%,194件
36,2300-2349,6159円,50分,116.4%,184件
37,2350-2399,7268円,45分,121.6%,172件
38,2400-2449,6684円,47分,119%,168件
39,2450-2499,7540円,43分,123.1%,147件
40,2500-2549,7676円,43分,123.6%,162件
41,2550-2599,8204円,41分,127%,145件
42,2600-2649,8707円,38分,130.6%,144件
43,2650-2699,9372円,37分,134.2%,171件
44,2700-2749,9562円,35分,136.5%,145件
45,2750-2799,10765円,32分,145.3%,132件
46,2800-2849,12172円,28分,157%,136件
47,2850-2899,12547円,27分,161.5%,124件
48,2900-2949,13241円,23分,177%,108件
