,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-25円,138分,100%,42件
1,750-799,1621円,136分,101.6%,56件
2,800-849,940円,129分,101%,82件
3,850-899,2125円,132分,102.1%,75件
4,900-949,862円,126分,100.9%,83件
5,950-999,1446円,133分,101.5%,91件
6,1000-1049,697円,126分,100.7%,111件
7,1050-1099,1132円,123分,101.2%,99件
8,1100-1149,2031円,119分,102.3%,119件
9,1150-1199,2879円,114分,103.4%,145件
10,1200-1249,1663円,116分,101.9%,128件
11,1250-1299,2585円,116分,103%,160件
12,1300-1349,2509円,114分,102.9%,148件
13,1350-1399,2585円,106分,103.3%,163件
14,1400-1449,2009円,108分,102.5%,193件
15,1450-1499,2903円,104分,103.7%,180件
16,1500-1549,3182円,101分,104.2%,150件
17,1550-1599,2563円,102分,103.4%,158件
18,1600-1649,3510円,94分,105%,157件
19,1650-1699,3447円,93分,104.9%,178件
20,1700-1749,5112円,86分,107.9%,181件
21,1750-1799,2537円,87分,103.9%,156件
22,1800-1849,5768円,80分,109.6%,164件
23,1850-1899,5255円,79分,108.9%,156件
24,1900-1949,4547円,76分,108%,131件
25,1950-1999,4367円,72分,108.1%,137件
26,2000-2049,5128円,66分,110.3%,127件
27,2050-2099,6025円,64分,112.6%,139件
28,2100-2149,5936円,62分,112.8%,102件
29,2150-2199,6924円,58分,115.9%,112件
30,2200-2249,6022円,52分,115.6%,94件
31,2250-2299,6619円,52分,117.1%,100件
32,2300-2349,5759円,48分,116.1%,96件
33,2350-2399,6518円,45分,119.4%,104件
34,2400-2449,5466円,48分,115%,94件
35,2450-2499,7443円,41分,124%,87件
36,2500-2549,7504円,41分,124.3%,92件
37,2550-2599,7609円,40分,125.5%,90件
38,2600-2649,7734円,39分,126.5%,85件
39,2650-2699,8935円,34分,135.3%,69件
40,2700-2749,8820円,33分,135.3%,86件
41,2750-2799,9942円,32分,141.1%,75件
42,2800-2849,11201円,28分,154%,71件
43,2850-2899,11733円,25分,162.4%,52件
44,2900-2949,13206円,22分,178.5%,63件
