,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2179円,140分,102.1%,42件
1,750-799,3893円,138分,103.8%,56件
2,800-849,3062円,131分,103.1%,82件
3,850-899,4355円,134分,104.3%,75件
4,900-949,2933円,128分,103.1%,83件
5,950-999,3663円,135分,103.6%,91件
6,1000-1049,2745円,128分,102.9%,111件
7,1050-1099,3151円,125分,103.4%,99件
8,1100-1149,4043円,121分,104.5%,119件
9,1150-1199,4830円,115分,105.6%,145件
10,1200-1249,3601円,118分,104.1%,128件
11,1250-1299,4549円,117分,105.2%,160件
12,1300-1349,4451円,116分,105.1%,148件
13,1350-1399,4371円,107分,105.4%,163件
14,1400-1449,3808円,110分,104.6%,193件
15,1450-1499,4672円,106分,105.9%,180件
16,1500-1549,4902円,102分,106.4%,150件
17,1550-1599,4295円,103分,105.5%,158件
18,1600-1649,5123円,95分,107.2%,157件
19,1650-1699,5049円,95分,107.1%,178件
20,1700-1749,6678円,87分,110.2%,181件
21,1750-1799,3953円,89分,105.9%,156件
22,1800-1849,7269円,81分,111.9%,164件
23,1850-1899,6687円,80分,111.1%,156件
24,1900-1949,5887円,77分,110.2%,131件
25,1950-1999,5629円,73分,110.2%,137件
26,2000-2049,6305円,67分,112.5%,127件
27,2050-2099,7218円,65分,114.9%,139件
28,2100-2149,7086円,63分,115%,102件
29,2150-2199,8050円,59分,118.2%,112件
30,2200-2249,7010円,52分,117.8%,94件
31,2250-2299,7623円,53分,119.3%,100件
32,2300-2349,6627円,48分,118.3%,96件
33,2350-2399,7385円,46分,121.6%,104件
34,2400-2449,6316円,49分,117.1%,94件
35,2450-2499,8293円,42分,126.2%,87件
36,2500-2549,8354円,42分,126.6%,92件
37,2550-2599,8459円,41分,127.8%,90件
38,2600-2649,8584円,40分,128.8%,85件
39,2650-2699,9785円,35分,137.8%,69件
40,2700-2749,9670円,34分,137.8%,86件
41,2750-2799,10792円,33分,143.6%,75件
42,2800-2849,12051円,28分,156.5%,71件
43,2850-2899,12583円,26分,165%,52件
44,2900-2949,14055円,23分,180.8%,63件
