,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2077円,129分,102.2%,21件
1,850-899,3123円,146分,102.9%,37件
2,900-949,5909円,126分,106.3%,30件
3,950-999,2857円,129分,102.9%,40件
4,1000-1049,4082円,134分,104.1%,35件
5,1050-1099,5446円,128分,105.7%,56件
6,1100-1149,4326円,121分,104.8%,58件
7,1150-1199,4484円,119分,105%,69件
8,1200-1249,5311円,119分,105.9%,78件
9,1250-1299,4926円,117分,105.6%,87件
10,1300-1349,4452円,110分,105.4%,74件
11,1350-1399,5414円,110分,106.5%,86件
12,1400-1449,4992円,106分,106.3%,80件
13,1450-1499,4884円,101分,106.5%,89件
14,1500-1549,3949円,102分,105.2%,101件
15,1550-1599,5094円,98分,106.9%,99件
16,1600-1649,5646円,93分,108.1%,126件
17,1650-1699,5805円,92分,108.4%,107件
18,1700-1749,6436円,93分,109.3%,116件
19,1750-1799,6826円,90分,110.1%,103件
20,1800-1849,5887円,84分,109.3%,90件
21,1850-1899,6230円,79分,110.5%,126件
22,1900-1949,5792円,76分,110.2%,115件
23,1950-1999,5188円,75分,109.2%,103件
24,2000-2049,7859円,69分,115.1%,107件
25,2050-2099,5582円,67分,111.1%,75件
26,2100-2149,5353円,65分,110.9%,87件
27,2150-2199,6320円,64分,113.2%,68件
28,2200-2249,6316円,59分,114.2%,70件
29,2250-2299,6372円,53分,116.1%,73件
30,2300-2349,8003円,48分,122.1%,76件
31,2350-2399,7654円,45分,122.6%,61件
32,2400-2449,6578円,47分,118.8%,63件
33,2450-2499,7962円,44分,123.9%,67件
34,2500-2549,7849円,43分,124.4%,56件
35,2550-2599,8353円,42分,126.5%,68件
36,2600-2649,8330円,43分,125.9%,62件
37,2650-2699,9500円,37分,134.1%,53件
38,2700-2749,10715円,35分,140.9%,47件
39,2750-2799,10754円,31分,145.6%,44件
40,2800-2849,12338円,28分,158.6%,46件
41,2850-2899,13122円,28分,162.9%,59件
42,2900-2949,13887円,24分,178.5%,52件
