,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,638円,143分,100.6%,98件
1,550-599,-58円,147分,99.9%,126件
2,600-649,470円,145分,100.4%,155件
3,650-699,568円,137分,100.6%,183件
4,700-749,-1078円,140分,99%,226件
5,750-799,1248円,136分,101.2%,245件
6,800-849,1126円,135分,101.1%,273件
7,850-899,1356円,131分,101.4%,322件
8,900-949,792円,132分,100.8%,338件
9,950-999,1778円,126分,101.9%,336件
10,1000-1049,2029円,125分,102.2%,364件
11,1050-1099,1001円,126分,101.1%,393件
12,1100-1149,1245円,122分,101.4%,437件
13,1150-1199,2303円,117分,102.6%,412件
14,1200-1249,2709円,119分,103%,425件
15,1250-1299,2257円,113分,102.7%,411件
16,1300-1349,3160円,106分,104%,405件
17,1350-1399,2668円,107分,103.3%,388件
18,1400-1449,2901円,106分,103.6%,401件
19,1450-1499,3143円,103分,104.1%,350件
20,1500-1549,2279円,101分,103%,330件
21,1550-1599,3275円,96分,104.5%,339件
22,1600-1649,3541円,94分,105%,339件
23,1650-1699,3827円,89分,105.7%,305件
24,1700-1749,3341円,87分,105.1%,312件
25,1750-1799,4113円,87分,106.3%,307件
26,1800-1849,4271円,82分,107%,273件
27,1850-1899,4667円,82分,107.6%,243件
28,1900-1949,4794円,77分,108.3%,269件
29,1950-1999,5718円,72分,110.6%,234件
30,2000-2049,4189円,71分,107.9%,212件
31,2050-2099,5591円,66分,111.3%,192件
32,2100-2149,4963円,61分,110.8%,219件
33,2150-2199,5143円,59分,111.7%,212件
34,2200-2249,6088円,53分,115.2%,199件
35,2250-2299,6156円,53分,115.5%,194件
36,2300-2349,5761円,50分,115.4%,184件
37,2350-2399,6887円,44分,120.7%,172件
38,2400-2449,6306円,47分,118.1%,168件
39,2450-2499,7162円,43分,122.1%,147件
40,2500-2549,7299円,43分,122.6%,162件
41,2550-2599,7827円,40分,126%,145件
42,2600-2649,8329円,38分,129.5%,144件
43,2650-2699,8994円,36分,133.1%,171件
44,2700-2749,9185円,35分,135.4%,145件
45,2750-2799,10388円,31分,144.2%,132件
46,2800-2849,11795円,28分,155.9%,136件
47,2850-2899,12169円,27分,160.4%,124件
48,2900-2949,12863円,23分,175.9%,108件
