,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6578円,123分,107.2%,444件
1,1200-1249,6825円,115分,107.9%,429件
2,1250-1299,7045円,114分,108.2%,466件
3,1300-1349,7558円,113分,108.9%,363件
4,1350-1399,6681円,107分,108.3%,391件
5,1400-1449,7569円,109分,109.3%,327件
6,1450-1499,7181円,103分,109.3%,329件
7,1500-1549,7355円,103分,109.5%,288件
8,1550-1599,6856円,96分,109.5%,280件
9,1600-1649,8359円,95分,111.7%,285件
10,1650-1699,7830円,92分,111.3%,230件
11,1700-1749,7887円,91分,111.6%,256件
12,1750-1799,8870円,86分,113.7%,278件
13,1800-1849,7952円,83分,112.7%,272件
14,1850-1899,7905円,83分,112.7%,261件
15,1900-1949,8351円,80分,113.9%,199件
16,1950-1999,8243円,75分,114.7%,214件
17,2000-2049,9125円,71分,117.2%,202件
18,2050-2099,9661円,68分,118.8%,207件
19,2100-2149,8422円,65分,117.4%,203件
20,2150-2199,9054円,61分,119.8%,196件
21,2200-2249,9052円,54分,122.3%,191件
22,2250-2299,8948円,50分,124%,201件
23,2300-2349,8857円,46分,125.8%,179件
24,2350-2399,9922円,43分,131%,176件
25,2400-2449,9835円,42分,131.2%,158件
26,2450-2499,9336円,42分,129.8%,154件
27,2500-2549,10732円,38分,137.3%,142件
28,2550-2599,10646円,40分,135.5%,144件
29,2600-2649,11456円,38分,140.4%,138件
30,2650-2699,11581円,37分,141.4%,136件
31,2700-2749,11731円,34分,146.2%,132件
32,2750-2799,12142円,32分,150%,134件
33,2800-2849,13027円,30分,157.1%,112件
34,2850-2899,13835円,27分,168.7%,100件
35,2900-2949,14728円,24分,181.1%,122件
