,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2540円,138分,102.4%,3006件
1,800-849,2316円,135分,102.3%,3267件
2,850-899,2656円,134分,102.6%,3358件
3,900-949,2792円,131分,102.8%,3220件
4,950-999,3145円,128分,103.3%,3133件
5,1000-1049,3103円,128分,103.2%,2999件
6,1050-1099,2953円,126分,103.1%,2978件
7,1100-1149,3225円,122分,103.5%,2780件
8,1150-1199,3442円,118分,103.9%,2722件
9,1200-1249,3556円,118分,104%,2612件
10,1250-1299,3848円,115分,104.5%,2542件
11,1300-1349,3833円,112分,104.6%,2508件
12,1350-1399,3548円,110分,104.3%,2507件
13,1400-1449,4111円,105分,105.2%,2425件
14,1450-1499,4092円,105分,105.2%,2301件
15,1500-1549,4383円,102分,105.7%,2342件
16,1550-1599,4477円,99分,106.1%,2209件
17,1600-1649,4587円,96分,106.4%,2222件
18,1650-1699,4642円,94分,106.6%,2219件
19,1700-1749,4709円,91分,106.9%,2115件
20,1750-1799,4967円,88分,107.5%,1986件
21,1800-1849,4751円,84分,107.5%,2068件
22,1850-1899,5056円,81分,108.3%,2019件
23,1900-1949,4717円,77分,108.2%,1810件
24,1950-1999,5535円,74分,110%,1886件
25,2000-2049,5685円,71分,110.7%,1791件
26,2050-2099,5595円,68分,111%,1776件
27,2100-2149,5605円,65分,111.5%,1744件
28,2150-2199,5802円,62分,112.5%,1721件
29,2200-2249,5998円,58分,113.8%,1634件
30,2250-2299,6197円,55分,115.1%,1564件
31,2300-2349,6716円,50分,117.8%,1568件
32,2350-2399,6518円,49分,117.7%,1524件
33,2400-2449,7009円,46分,120.3%,1490件
34,2450-2499,7421円,44分,122.4%,1488件
35,2500-2549,7756円,43分,123.9%,1410件
36,2550-2599,7767円,43分,124.2%,1177件
