,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2648円,143分,102.5%,53件
1,700-749,3503円,139分,103.3%,68件
2,750-799,2894円,133分,102.9%,96件
3,800-849,4406円,137分,104.3%,92件
4,850-899,2881円,131分,102.9%,96件
5,900-949,4196円,132分,104.2%,114件
6,950-999,2687円,131分,102.7%,133件
7,1000-1049,3114円,129分,103.2%,117件
8,1050-1099,3927円,125分,104.2%,143件
9,1100-1149,4764円,120分,105.3%,176件
10,1150-1199,4020円,120分,104.5%,159件
11,1200-1249,4327円,120分,104.8%,197件
12,1250-1299,4338円,118分,104.9%,180件
13,1300-1349,4618円,111分,105.5%,209件
14,1350-1399,3639円,112分,104.3%,224件
15,1400-1449,4343円,109分,105.3%,211件
16,1450-1499,4942円,102分,106.4%,175件
17,1500-1549,4394円,106分,105.5%,185件
18,1550-1599,5292円,99分,107.1%,197件
19,1600-1649,4400円,98分,106%,199件
20,1650-1699,6004円,91分,108.8%,208件
21,1700-1749,4216円,90分,106.3%,188件
22,1750-1799,6634円,84分,110.5%,186件
23,1800-1849,6456円,85分,110.2%,185件
24,1850-1899,5565円,80分,109.3%,153件
25,1900-1949,5803円,78分,110%,169件
26,1950-1999,6401円,72分,111.9%,153件
27,2000-2049,6545円,70分,112.6%,161件
28,2050-2099,7563円,66分,115.3%,140件
29,2100-2149,8142円,63分,117.3%,137件
30,2150-2199,7235円,56分,117.1%,112件
31,2200-2249,7122円,56分,116.8%,120件
32,2250-2299,7256円,53分,118.3%,125件
33,2300-2349,6975円,51分,118.3%,120件
34,2350-2399,5623円,51分,114.8%,113件
35,2400-2449,8248円,44分,124.9%,112件
36,2450-2499,7872円,44分,124.1%,109件
37,2500-2549,8041円,43分,125%,106件
38,2550-2599,8402円,41分,127.5%,104件
39,2600-2649,9534円,37分,134%,92件
40,2650-2699,8951円,37分,132%,101件
41,2700-2749,9946円,36分,137%,91件
42,2750-2799,11185円,32分,147.1%,84件
43,2800-2849,11878円,30分,153.2%,65件
44,2850-2899,12836円,26分,166.1%,83件
45,2900-2949,13436円,26分,169.3%,72件
