,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,2570円,136分,102.5%,2444件
1,900-949,2795円,134分,102.8%,2042件
2,950-999,3185円,131分,103.2%,1885件
3,1000-1049,3181円,128分,103.3%,1837件
4,1050-1099,2850円,127分,103%,1777件
5,1100-1149,2980円,124分,103.2%,1672件
6,1150-1199,3562円,121分,103.9%,1710件
7,1200-1249,4237円,119分,104.8%,1539件
8,1250-1299,3593円,117分,104.1%,1573件
9,1300-1349,4160円,113分,104.9%,1592件
10,1350-1399,3597円,111分,104.3%,1507件
11,1400-1449,3988円,109分,104.9%,1543件
12,1450-1499,4628円,105分,105.9%,1458件
13,1500-1549,4600円,102分,106%,1454件
14,1550-1599,4766円,100分,106.4%,1335件
15,1600-1649,4797円,96分,106.7%,1347件
16,1650-1699,5093円,95分,107.1%,1269件
17,1700-1749,4570円,92分,106.6%,1261件
18,1750-1799,5057円,88分,107.7%,1192件
19,1800-1849,5251円,85分,108.3%,1204件
20,1850-1899,5124円,81分,108.4%,1177件
21,1900-1949,5302円,78分,109%,1119件
22,1950-1999,5191円,73分,109.4%,1143件
23,2000-2049,5659円,72分,110.5%,1100件
24,2050-2099,5550円,69分,110.8%,1087件
25,2100-2149,6139円,66分,112.5%,1076件
26,2150-2199,6064円,63分,112.9%,988件
27,2200-2249,5820円,59分,113.1%,970件
28,2250-2299,6275円,56分,114.8%,960件
29,2300-2349,6664円,52分,117.3%,968件
30,2350-2399,6797円,49分,118.3%,885件
31,2400-2449,6965円,47分,119.9%,938件
32,2450-2499,7626円,45分,122.6%,844件
33,2500-2549,8011円,44分,124.2%,826件
34,2550-2599,8493円,42分,126.9%,786件
35,2600-2649,9065円,41分,129.7%,700件
36,2650-2699,9772円,38分,134.5%,584件
37,2700-2749,10443円,35分,139.4%,514件
38,2750-2799,11118円,32分,145.9%,397件
39,2800-2849,12162円,30分,154.8%,300件
40,2850-2899,13079円,26分,166.6%,266件
41,2900-2949,14147円,24分,179.4%,182件
