,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5651円,107分,107%,38件
1,1350-1399,9086円,102分,111.8%,46件
2,1400-1449,8631円,99分,111.6%,48件
3,1450-1499,9621円,102分,112.6%,64件
4,1500-1549,9533円,104分,112.3%,63件
5,1550-1599,8868円,102分,111.6%,60件
6,1600-1649,8502円,94分,112%,73件
7,1650-1699,8382円,95分,111.8%,75件
8,1700-1749,9635円,87分,114.8%,72件
9,1750-1799,9780円,84分,115.5%,62件
10,1800-1849,8784円,90分,113%,64件
11,1850-1899,10015円,79分,116.8%,57件
12,1900-1949,8934円,82分,114.5%,69件
13,1950-1999,10375円,75分,118.6%,70件
14,2000-2049,8839円,70分,116.8%,61件
15,2050-2099,10232円,65分,120.9%,53件
16,2100-2149,11267円,68分,122%,68件
17,2150-2199,8877円,60分,119.6%,48件
18,2200-2249,7617円,58分,117.4%,53件
19,2250-2299,9853円,51分,126%,52件
20,2300-2349,11702円,42分,137.4%,53件
21,2350-2399,8828円,44分,126.9%,38件
22,2400-2449,10409円,40分,134.4%,40件
23,2450-2499,11132円,36分,141.2%,35件
24,2500-2549,10795円,40分,135.8%,34件
25,2550-2599,11281円,35分,143.2%,43件
26,2600-2649,11843円,36分,144.2%,44件
27,2650-2699,12233円,34分,147.7%,43件
28,2700-2749,11894円,36分,144%,29件
29,2750-2799,12657円,32分,152.9%,33件
30,2800-2849,13116円,30分,159.2%,38件
31,2850-2899,13540円,26分,169.5%,33件
32,2900-2949,14259円,23分,183.8%,19件
