,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5093円,118分,105.7%,21件
1,1000-1049,6191円,121分,106.8%,23件
2,1050-1099,2428円,112分,102.9%,28件
3,1100-1149,5379円,123分,105.8%,32件
4,1150-1199,4453円,108分,105.5%,41件
5,1200-1249,7166円,105分,109.1%,33件
6,1250-1299,5347円,109分,106.5%,43件
7,1300-1349,2531円,105分,103.2%,38件
8,1350-1399,5809円,100分,107.8%,46件
9,1400-1449,5456円,96分,107.5%,48件
10,1450-1499,6292円,99分,108.5%,64件
11,1500-1549,6158円,101分,108.2%,63件
12,1550-1599,5628円,99分,107.5%,60件
13,1600-1649,5521円,92分,108%,73件
14,1650-1699,5340円,92分,107.7%,75件
15,1700-1749,6773円,85分,110.7%,72件
16,1750-1799,7010円,82分,111.4%,62件
17,1800-1849,5869円,88分,108.9%,64件
18,1850-1899,7303円,77分,112.7%,57件
19,1900-1949,6300円,80分,110.5%,69件
20,1950-1999,7759円,72分,114.3%,70件
21,2000-2049,6584円,68分,112.9%,61件
22,2050-2099,7920円,63分,116.7%,53件
23,2100-2149,8829円,66分,117.8%,68件
24,2150-2199,6839円,58分,115.6%,48件
25,2200-2249,5761円,57分,113.5%,53件
26,2250-2299,8139円,49分,122.1%,52件
27,2300-2349,10049円,40分,133.3%,53件
28,2350-2399,7292円,42分,122.9%,38件
29,2400-2449,8873円,39分,130.4%,40件
30,2450-2499,9595円,35分,136.9%,35件
31,2500-2549,9259円,39分,131.8%,34件
32,2550-2599,9744円,33分,138.8%,43件
33,2600-2649,10307円,34分,140%,44件
34,2650-2699,10697円,33分,143.4%,43件
35,2700-2749,10357円,35分,139.8%,29件
36,2750-2799,11121円,31分,148.6%,33件
37,2800-2849,11580円,28分,154.8%,38件
38,2850-2899,12004円,25分,165%,33件
39,2900-2949,12722円,21分,179.6%,19件
