,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,1933円,128分,102%,21件
1,850-899,2953円,146分,102.7%,37件
2,900-949,5754円,125分,106.1%,30件
3,950-999,2707円,129分,102.8%,40件
4,1000-1049,3926円,133分,103.9%,35件
5,1050-1099,5290円,128分,105.5%,56件
6,1100-1149,4181円,121分,104.6%,58件
7,1150-1199,4340円,119分,104.9%,69件
8,1200-1249,5164円,119分,105.8%,78件
9,1250-1299,4784円,117分,105.4%,87件
10,1300-1349,4319円,110分,105.2%,74件
11,1350-1399,5277円,110分,106.4%,86件
12,1400-1449,4863円,106分,106.1%,80件
13,1450-1499,4762円,101分,106.3%,89件
14,1500-1549,3830円,102分,105%,101件
15,1550-1599,4974円,98分,106.8%,99件
16,1600-1649,5534円,93分,107.9%,126件
17,1650-1699,5690円,92分,108.2%,107件
18,1700-1749,6320円,92分,109.1%,116件
19,1750-1799,6709円,90分,110%,103件
20,1800-1849,5784円,84分,109.2%,90件
21,1850-1899,6130円,79分,110.3%,126件
22,1900-1949,5698円,76分,110%,115件
23,1950-1999,5097円,75分,109%,103件
24,2000-2049,7766円,69分,115%,107件
25,2050-2099,5500円,67分,110.9%,75件
26,2100-2149,5275円,65分,110.8%,87件
27,2150-2199,6235円,64分,113%,68件
28,2200-2249,6240円,59分,114%,70件
29,2250-2299,6303円,53分,115.9%,73件
30,2300-2349,7936円,48分,122%,76件
31,2350-2399,7593円,45分,122.4%,61件
32,2400-2449,6517円,47分,118.6%,63件
33,2450-2499,7901円,44分,123.7%,67件
34,2500-2549,7788円,43分,124.3%,56件
35,2550-2599,8291円,42分,126.3%,68件
36,2600-2649,8269円,43分,125.7%,62件
37,2650-2699,9438円,37分,133.9%,53件
38,2700-2749,10653円,35分,140.7%,47件
39,2750-2799,10693円,31分,145.4%,44件
40,2800-2849,12276円,28分,158.4%,46件
41,2850-2899,13060円,28分,162.8%,59件
42,2900-2949,13825円,24分,178.3%,52件
