,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1001円,144分,100.9%,92件
1,700-749,971円,139分,100.9%,103件
2,750-799,1083円,131分,101.1%,131件
3,800-849,111円,133分,100.1%,165件
4,850-899,1843円,130分,101.9%,172件
5,900-949,1310円,128分,101.4%,191件
6,950-999,1543円,124分,101.7%,223件
7,1000-1049,1041円,127分,101.1%,233件
8,1050-1099,2166円,125分,102.3%,226件
9,1100-1149,2964円,118分,103.3%,259件
10,1150-1199,1008円,122分,101.1%,261件
11,1200-1249,1286円,116分,101.5%,302件
12,1250-1299,3018円,113分,103.6%,293件
13,1300-1349,3079円,115分,103.6%,295件
14,1350-1399,3154円,107分,103.9%,289件
15,1400-1449,3755円,100分,105%,283件
16,1450-1499,3249円,101分,104.3%,275件
17,1500-1549,3650円,100分,104.9%,280件
18,1550-1599,3642円,97分,105%,237件
19,1600-1649,2777円,94分,103.9%,223件
20,1650-1699,3637円,92分,105.3%,233件
21,1700-1749,4429円,86分,106.8%,238件
22,1750-1799,4344円,84分,106.9%,208件
23,1800-1849,4132円,83分,106.6%,221件
24,1850-1899,5222円,80分,108.7%,229件
25,1900-1949,5059円,74分,109.1%,185件
26,1950-1999,5488円,76分,109.7%,175件
27,2000-2049,4987円,70分,109.5%,177件
28,2050-2099,6999円,65分,114.5%,160件
29,2100-2149,4350円,64分,109%,145件
30,2150-2199,6816円,58分,115.6%,131件
31,2200-2249,5337円,54分,113.2%,146件
32,2250-2299,6294円,49分,117%,162件
33,2300-2349,7273円,45分,121.7%,137件
34,2350-2399,6698円,45分,119.7%,128件
35,2400-2449,6528円,46分,119%,114件
36,2450-2499,7972円,41分,125.9%,118件
37,2500-2549,7609円,42分,124.3%,119件
38,2550-2599,8351円,39分,128.5%,105件
39,2600-2649,8623円,39分,129.8%,107件
40,2650-2699,8754円,37分,131.5%,100件
41,2700-2749,9177円,33分,136.8%,94件
42,2750-2799,10555円,32分,144.6%,125件
43,2800-2849,11222円,28分,153.9%,108件
44,2850-2899,11564円,25分,161.2%,83件
45,2900-2949,13633円,22分,182.6%,79件
