,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2564円,146分,102.3%,1439件
1,600-649,3044円,143分,102.8%,1349件
2,650-699,3537円,139分,103.4%,1216件
3,700-749,3667円,138分,103.6%,1054件
4,750-799,3396円,139分,103.3%,937件
5,800-849,3377円,136分,103.3%,918件
6,850-899,3873円,132分,103.9%,865件
7,900-949,3409円,133分,103.4%,775件
8,950-999,4328円,129分,104.5%,733件
9,1000-1049,4366円,125分,104.7%,644件
10,1050-1099,4873円,123分,105.3%,649件
11,1100-1149,4509円,120分,105%,1166件
12,1150-1199,4381円,118分,105%,645件
13,1200-1249,4975円,115分,105.8%,687件
14,1250-1299,5067円,113分,106%,625件
15,1300-1349,5163円,111分,106.2%,542件
16,1350-1399,4448円,109分,105.4%,516件
17,1400-1449,5434円,106分,106.8%,532件
18,1450-1499,5059円,105分,106.5%,461件
19,1500-1549,5858円,99分,107.9%,448件
20,1550-1599,6085円,98分,108.3%,423件
21,1600-1649,5767円,96分,108%,442件
22,1650-1699,6382円,92分,109.2%,479件
23,1700-1749,6443円,88分,109.8%,439件
24,1750-1799,5896円,88分,109%,429件
25,1800-1849,7025円,83分,111.3%,405件
26,1850-1899,7432円,80分,112.4%,383件
27,1900-1949,6834円,79分,111.6%,347件
28,1950-1999,7859円,75分,114%,396件
29,2000-2049,8263円,72分,115.3%,360件
30,2050-2099,7353円,67分,114.6%,348件
31,2100-2149,7661円,62分,116.4%,313件
32,2150-2199,7931円,58分,118.2%,321件
33,2200-2249,8614円,53分,121.9%,337件
34,2250-2299,8298円,51分,121.8%,307件
35,2300-2349,7996円,46分,123.1%,340件
36,2350-2399,8169円,45分,124.4%,299件
37,2400-2449,8156円,44分,124.5%,293件
38,2450-2499,9287円,41分,130.1%,311件
39,2500-2549,8917円,41分,129.1%,262件
40,2550-2599,9395円,39分,132.1%,290件
41,2600-2649,9810円,38分,134.5%,251件
42,2650-2699,10323円,36分,138.6%,240件
43,2700-2749,10840円,35分,141.6%,226件
44,2750-2799,11127円,32分,146.5%,250件
45,2800-2849,11725円,29分,154.2%,204件
46,2850-2899,13175円,26分,167%,219件
47,2900-2949,13616円,23分,179.7%,184件
