,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5740円,120分,106.4%,218件
1,1250-1299,5463円,116分,106.3%,250件
2,1300-1349,4898円,115分,105.7%,265件
3,1350-1399,5340円,113分,106.3%,252件
4,1400-1449,5747円,107分,107.1%,211件
5,1450-1499,5225円,111分,106.3%,221件
6,1500-1549,5957円,102分,107.8%,244件
7,1550-1599,5186円,102分,106.7%,239件
8,1600-1649,6358円,95分,108.9%,236件
9,1650-1699,4978円,92分,107.2%,224件
10,1700-1749,7455円,88分,111.3%,228件
11,1750-1799,7679円,88分,111.6%,236件
12,1800-1849,6669円,83分,110.7%,197件
13,1850-1899,6645円,81分,110.9%,207件
14,1900-1949,7027円,76分,112.3%,186件
15,1950-1999,6932円,73分,112.6%,194件
16,2000-2049,8417円,70分,116%,169件
17,2050-2099,7939円,67分,115.8%,163件
18,2100-2149,7362円,61分,116.1%,145件
19,2150-2199,7583円,61分,116.5%,154件
20,2200-2249,7701円,57分,117.9%,150件
21,2250-2299,6763円,56分,116.1%,139件
22,2300-2349,5627円,55分,113.6%,129件
23,2350-2399,8196円,47分,123.5%,134件
24,2400-2449,7676円,46分,122.2%,127件
25,2450-2499,8416円,44分,125.6%,135件
26,2500-2549,8819円,43分,127.4%,128件
27,2550-2599,9091円,41分,129.4%,106件
28,2600-2649,8828円,40分,129.3%,118件
29,2650-2699,9524円,40分,132.1%,102件
30,2700-2749,10840円,35分,141.4%,100件
31,2750-2799,11696円,33分,147%,80件
32,2800-2849,12717円,30分,156.8%,99件
33,2850-2899,13181円,29分,160.5%,92件
34,2900-2949,14205円,24分,178.2%,71件
