,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7844円,116分,109%,15件
1,1350-1399,8919円,95分,112.5%,18件
2,1400-1449,7322円,101分,109.6%,23件
3,1450-1499,9424円,104分,112.1%,13件
4,1500-1549,7231円,99分,109.8%,13件
5,1550-1599,9037円,98分,112.3%,21件
6,1600-1649,6515円,102分,108.5%,23件
7,1650-1699,9170円,89分,113.7%,33件
8,1700-1749,8684円,93分,112.4%,21件
9,1750-1799,7952円,94分,111.3%,26件
10,1800-1849,9563円,75分,116.9%,24件
11,1850-1899,9101円,75分,116.1%,27件
12,1900-1949,5262円,70分,110.1%,20件
13,1950-1999,9592円,73分,117.4%,26件
14,2000-2049,9686円,68分,119%,38件
15,2050-2099,10702円,63分,122.7%,31件
16,2100-2149,7738円,62分,116.6%,31件
17,2150-2199,9097円,58分,121%,32件
18,2200-2249,10168円,47分,128.7%,23件
19,2250-2299,9074円,46分,126.5%,27件
20,2300-2349,9114円,40分,130.6%,33件
21,2350-2399,10717円,44分,132.7%,34件
22,2400-2449,7041円,44分,121.4%,34件
23,2450-2499,7219円,44分,121.9%,23件
24,2500-2549,8317円,40分,127.8%,33件
25,2550-2599,7726円,40分,125.6%,39件
26,2600-2649,8579円,36分,131.3%,31件
27,2650-2699,9427円,34分,136.7%,22件
28,2700-2749,11080円,31分,147.5%,26件
29,2750-2799,10602円,31分,145.1%,21件
30,2800-2849,11728円,26分,160.2%,19件
31,2850-2899,12150円,25分,165.1%,23件
32,2900-2949,14269円,23分,181.2%,23件
