,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,3558円,143分,103.3%,928件
1,600-649,2928円,144分,102.7%,1228件
2,650-699,3284円,140分,103.1%,1115件
3,700-749,3751円,137分,103.7%,998件
4,750-799,4065円,135分,104%,886件
5,800-849,3853円,136分,103.8%,787件
6,850-899,3791円,132分,103.8%,768件
7,900-949,4192円,129分,104.3%,731件
8,950-999,3637円,131分,103.7%,639件
9,1000-1049,4773円,125分,105.1%,616件
10,1050-1099,4529円,122分,104.9%,531件
11,1100-1149,4911円,122分,105.4%,538件
12,1150-1199,4950円,117分,105.6%,980件
13,1200-1249,4986円,115分,105.8%,533件
14,1250-1299,5547円,111分,106.7%,572件
15,1300-1349,5460円,111分,106.5%,526件
16,1350-1399,5830円,107分,107.2%,448件
17,1400-1449,4973円,106分,106.2%,444件
18,1450-1499,5959円,102分,107.8%,445件
19,1500-1549,5579円,101分,107.4%,399件
20,1550-1599,6132円,97分,108.4%,368件
21,1600-1649,6682円,94分,109.4%,352件
22,1650-1699,6077円,92分,108.8%,376件
23,1700-1749,7087円,88分,110.7%,411件
24,1750-1799,6918円,84分,111%,373件
25,1800-1849,6184円,85分,109.7%,358件
26,1850-1899,7469円,80分,112.4%,327件
27,1900-1949,7717円,77分,113.3%,312件
28,1950-1999,7053円,75分,112.6%,285件
29,2000-2049,8712円,71分,116.3%,332件
30,2050-2099,8580円,69分,116.6%,292件
31,2100-2149,8092円,63分,117.1%,295件
32,2150-2199,8265円,58分,119%,256件
33,2200-2249,8285円,54分,120.3%,272件
34,2250-2299,9289円,48分,125.9%,274件
35,2300-2349,8696円,46分,125.3%,254件
36,2350-2399,8751円,43分,127.4%,279件
37,2400-2449,8995円,42分,128.8%,252件
38,2450-2499,8788円,42分,127.9%,239件
39,2500-2549,9975円,38分,134.6%,253件
40,2550-2599,9798円,38分,134.6%,215件
41,2600-2649,10236円,36分,137.9%,248件
42,2650-2699,10685円,35分,140.8%,211件
43,2700-2749,10966円,33分,143.8%,201件
44,2750-2799,11796円,32分,149.6%,192件
45,2800-2849,12219円,28分,157.4%,215件
46,2850-2899,12470円,25分,165.4%,170件
47,2900-2949,13947円,23分,179.8%,156件
