,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2411円,146分,102.2%,299件
1,500-549,1505円,148分,101.4%,501件
2,550-599,1232円,146分,101.1%,594件
3,600-649,2345円,139分,102.2%,637件
4,650-699,2078円,140分,102%,635件
5,700-749,2023円,136分,102%,665件
6,750-799,2239円,138分,102.2%,658件
7,800-849,2046円,136分,102%,690件
8,850-899,2574円,133分,102.6%,688件
9,900-949,2203円,132分,102.2%,650件
10,950-999,3336円,127分,103.5%,623件
11,1000-1049,2274円,130分,102.3%,742件
12,1050-1099,2902円,121分,103.2%,745件
13,1100-1149,2795円,121分,103.1%,797件
14,1150-1199,3431円,119分,103.8%,673件
15,1200-1249,3358円,113分,104%,686件
16,1250-1299,3688円,116分,104.2%,632件
17,1300-1349,3760円,112分,104.5%,588件
18,1350-1399,4012円,111分,104.8%,515件
19,1400-1449,3292円,105分,104.2%,475件
20,1450-1499,4099円,102分,105.3%,498件
21,1500-1549,4561円,101分,106%,428件
22,1550-1599,4040円,100分,105.4%,425件
23,1600-1649,4789円,95分,106.7%,466件
24,1650-1699,4951円,91分,107.2%,455件
25,1700-1749,4846円,89分,107.3%,444件
26,1750-1799,5342円,87分,108.2%,353件
27,1800-1849,5379円,83分,108.6%,377件
28,1850-1899,5607円,81分,109.3%,346件
29,1900-1949,5747円,77分,110%,359件
30,1950-1999,5221円,74分,109.4%,344件
31,2000-2049,6096円,70分,111.6%,317件
32,2050-2099,6135円,66分,112.3%,316件
33,2100-2149,6004円,61分,113.1%,318件
34,2150-2199,6056円,59分,113.7%,295件
35,2200-2249,6483円,54分,116%,296件
36,2250-2299,6816円,53分,117.2%,278件
37,2300-2349,6164円,49分,116.7%,263件
38,2350-2399,7019円,45分,120.6%,254件
39,2400-2449,7452円,45分,122.2%,251件
40,2450-2499,8013円,44分,124.3%,229件
41,2500-2549,8110円,43分,125.3%,228件
42,2550-2599,8344円,41分,127.4%,232件
43,2600-2649,8972円,39分,130.8%,225件
44,2650-2699,9311円,37分,133.9%,208件
45,2700-2749,10128円,35分,139%,190件
46,2750-2799,10793円,32分,145.1%,219件
47,2800-2849,11837円,29分,154.9%,203件
48,2850-2899,12378円,25分,165%,213件
49,2900-2949,13515円,23分,178.8%,164件
