,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2524円,138分,102.4%,781件
1,650-699,1968円,139分,101.9%,1063件
2,700-749,2635円,135分,102.6%,940件
3,750-799,2665円,133分,102.7%,846件
4,800-849,3168円,130分,103.2%,754件
5,850-899,3063円,130分,103.1%,675件
6,900-949,2635円,129分,102.7%,630件
7,950-999,3364円,124分,103.6%,620件
8,1000-1049,3149円,124分,103.4%,529件
9,1050-1099,3987円,121分,104.4%,501件
10,1100-1149,3908円,119分,104.4%,444件
11,1150-1199,4478円,117分,105.1%,454件
12,1200-1249,4101円,113分,104.8%,808件
13,1250-1299,4201円,110分,105.1%,439件
14,1300-1349,4787円,107分,106%,473件
15,1350-1399,5068円,105分,106.4%,445件
16,1400-1449,5080円,102分,106.6%,382件
17,1450-1499,4332円,101分,105.7%,376件
18,1500-1549,5280円,97分,107.2%,363件
19,1550-1599,5649円,96分,107.9%,338件
20,1600-1649,5771円,92分,108.4%,289件
21,1650-1699,6389円,89分,109.6%,296件
22,1700-1749,5860円,87分,108.9%,297件
23,1750-1799,6703円,84分,110.6%,335件
24,1800-1849,6598円,79分,111.1%,306件
25,1850-1899,6018円,80分,110%,300件
26,1900-1949,7363円,75分,113.1%,272件
27,1950-1999,7460円,73分,113.6%,256件
28,2000-2049,6945円,70分,113.2%,231件
29,2050-2099,8160円,67分,116.2%,264件
30,2100-2149,8475円,64分,117.5%,232件
31,2150-2199,8017円,58分,118.5%,240件
32,2200-2249,8220円,54分,120.3%,215件
33,2250-2299,8445円,49分,123.1%,228件
34,2300-2349,9544円,43分,129.7%,221件
35,2350-2399,9127円,40分,130.2%,203件
36,2400-2449,8966円,39分,130.9%,235件
37,2450-2499,9545円,37分,134.1%,215件
38,2500-2549,9094円,38分,131.6%,198件
39,2550-2599,10356円,35分,140%,216件
40,2600-2649,10002円,34分,138.9%,179件
41,2650-2699,10834円,32分,145.1%,204件
42,2700-2749,10962円,32分,146.1%,175件
43,2750-2799,11249円,30分,150.4%,171件
44,2800-2849,12446円,28分,160.1%,171件
45,2850-2899,12622円,24分,169.3%,180件
46,2900-2949,12874円,21分,181%,133件
