,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,5300円,124分,105.7%,267件
1,1200-1249,5286円,118分,106%,305件
2,1250-1299,4333円,117分,104.9%,323件
3,1300-1349,5163円,116分,105.9%,312件
4,1350-1399,5484円,111分,106.6%,265件
5,1400-1449,4900円,113分,105.8%,278件
6,1450-1499,5472円,105分,107%,293件
7,1500-1549,5020円,105分,106.4%,286件
8,1550-1599,6220円,99分,108.4%,285件
9,1600-1649,5149円,95分,107.2%,275件
10,1650-1699,7049円,92分,110.2%,276件
11,1700-1749,7207円,92分,110.5%,296件
12,1750-1799,6382円,87分,109.8%,246件
13,1800-1849,6392円,85分,110.1%,252件
14,1850-1899,6728円,80分,111.2%,230件
15,1900-1949,6750円,76分,111.9%,230件
16,1950-1999,7788円,74分,114.1%,208件
17,2000-2049,7317円,72分,113.6%,201件
18,2050-2099,7294円,65分,114.9%,187件
19,2100-2149,7483円,65分,115.3%,185件
20,2150-2199,7860円,60分,117.3%,185件
21,2200-2249,6781円,60分,115.2%,175件
22,2250-2299,5157円,60分,111.5%,160件
23,2300-2349,7388円,50分,119.6%,155件
24,2350-2399,7291円,49分,119.9%,152件
25,2400-2449,7696円,46分,122.3%,152件
26,2450-2499,8087円,46分,123.7%,153件
27,2500-2549,8286円,43分,125.5%,127件
28,2550-2599,8522円,41分,127.6%,147件
29,2600-2649,8985円,41分,128.9%,121件
30,2650-2699,10320円,37分,137.6%,127件
31,2700-2749,11132円,35分,142.2%,100件
32,2750-2799,11634円,33分,147%,119件
33,2800-2849,12192円,32分,150.4%,104件
34,2850-2899,13621円,27分,167.4%,100件
35,2900-2949,15050円,24分,185.4%,91件
