,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-282円,140分,99.7%,21件
1,750-799,1602円,122分,101.8%,29件
2,800-849,458円,145分,100.4%,45件
3,850-899,4024円,127分,104.2%,41件
4,900-949,448円,130分,100.5%,47件
5,950-999,1403円,134分,101.4%,52件
6,1000-1049,2131円,130分,102.2%,67件
7,1050-1099,1583円,120分,101.8%,70件
8,1100-1149,1374円,121分,101.5%,82件
9,1150-1199,2606円,121分,102.9%,96件
10,1200-1249,1702円,117分,101.9%,102件
11,1250-1299,3342円,108分,104.1%,101件
12,1300-1349,3129円,111分,103.7%,108件
13,1350-1399,3127円,106分,103.9%,101件
14,1400-1449,2786円,102分,103.6%,110件
15,1450-1499,1833円,103分,102.4%,131件
16,1500-1549,2599円,100分,103.5%,113件
17,1550-1599,3026円,96分,104.2%,144件
18,1600-1649,3518円,93分,105.1%,130件
19,1650-1699,3969円,92分,105.7%,138件
20,1700-1749,4476円,92分,106.5%,127件
21,1750-1799,4089円,85分,106.4%,113件
22,1800-1849,3694円,82分,106%,144件
23,1850-1899,4094円,77分,107.1%,139件
24,1900-1949,3456円,77分,106%,125件
25,1950-1999,5633円,72分,110.4%,126件
26,2000-2049,4489円,69分,108.7%,93件
27,2050-2099,3041円,68分,105.9%,98件
28,2100-2149,4911円,67分,109.7%,90件
29,2150-2199,5834円,62分,112.5%,91件
30,2200-2249,5776円,54分,114.2%,106件
31,2250-2299,6411円,51分,116.6%,87件
32,2300-2349,6595円,47分,118.7%,83件
33,2350-2399,5818円,46分,116.7%,86件
34,2400-2449,6791円,44分,120.6%,81件
35,2450-2499,6232円,43分,119.4%,64件
36,2500-2549,6711円,43分,120.8%,80件
37,2550-2599,7123円,42分,122.4%,76件
38,2600-2649,7859円,38分,127.3%,66件
39,2650-2699,9125円,37分,133.1%,60件
40,2700-2749,8988円,34分,134.9%,51件
41,2750-2799,10346円,30分,145.5%,54件
42,2800-2849,11049円,30分,149.8%,74件
43,2850-2899,11612円,26分,159.6%,63件
44,2900-2949,13262円,22分,178.9%,47件
