,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3051円,134分,103%,142件
1,1000-1049,4744円,127分,105%,170件
2,1050-1099,5226円,122分,105.7%,211件
3,1100-1149,4758円,122分,105.2%,190件
4,1150-1199,4685円,123分,105.1%,231件
5,1200-1249,5156円,120分,105.7%,218件
6,1250-1299,4908円,115分,105.7%,250件
7,1300-1349,4353円,114分,105.1%,265件
8,1350-1399,4799円,113分,105.7%,252件
9,1400-1449,5229円,107分,106.5%,211件
10,1450-1499,4691円,111分,105.6%,221件
11,1500-1549,5461円,102分,107.1%,244件
12,1550-1599,4698円,102分,106.1%,239件
13,1600-1649,5890円,94分,108.3%,236件
14,1650-1699,4548円,92分,106.6%,224件
15,1700-1749,7002円,87分,110.7%,228件
16,1750-1799,7225円,88分,111%,236件
17,1800-1849,6253円,83分,110.1%,197件
18,1850-1899,6242円,81分,110.3%,207件
19,1900-1949,6641円,76分,111.7%,186件
20,1950-1999,6560円,73分,112%,194件
21,2000-2049,8042円,70分,115.3%,169件
22,2050-2099,7587円,67分,115.2%,163件
23,2100-2149,7041円,61分,115.5%,145件
24,2150-2199,7262円,61分,115.9%,154件
25,2200-2249,7397円,57分,117.2%,150件
26,2250-2299,6477円,56分,115.5%,139件
27,2300-2349,5365円,55分,113.1%,129件
28,2350-2399,7943円,46分,122.9%,134件
29,2400-2449,7425円,46分,121.6%,127件
30,2450-2499,8165円,44分,125%,135件
31,2500-2549,8568円,43分,126.8%,128件
32,2550-2599,8840円,41分,128.7%,106件
33,2600-2649,8577円,40分,128.6%,118件
34,2650-2699,9273円,39分,131.5%,102件
35,2700-2749,10589円,35分,140.7%,100件
36,2750-2799,11445円,33分,146.3%,80件
37,2800-2849,12466円,30分,156.1%,99件
38,2850-2899,12930円,29分,159.8%,92件
39,2900-2949,13954円,24分,177.5%,71件
