,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,7746円,108分,109.6%,14件
1,1250-1299,8941円,115分,110.3%,19件
2,1300-1349,10394円,101分,113.7%,25件
3,1350-1399,9060円,106分,111.4%,31件
4,1400-1449,10510円,98分,114.3%,16件
5,1450-1499,8480円,106分,110.7%,16件
6,1500-1549,10150円,97分,113.9%,26件
7,1550-1599,7930円,101分,110.5%,29件
8,1600-1649,10140円,92分,114.7%,42件
9,1650-1699,10693円,94分,115.2%,32件
10,1700-1749,9842円,94分,114%,36件
11,1750-1799,10517円,80分,117.5%,30件
12,1800-1849,10474円,82分,117%,36件
13,1850-1899,7305円,72分,113.5%,26件
14,1900-1949,10459円,78分,117.9%,33件
15,1950-1999,9654円,71分,118.2%,43件
16,2000-2049,11264円,70分,121.6%,37件
17,2050-2099,8739円,68分,117.1%,38件
18,2100-2149,9946円,63分,121.1%,39件
19,2150-2199,11410円,54分,128.3%,32件
20,2200-2249,10180円,53分,125.7%,35件
21,2250-2299,10431円,47分,129.7%,44件
22,2300-2349,10907円,47分,131.2%,40件
23,2350-2399,7348円,45分,121.7%,40件
24,2400-2449,8667円,41分,127.9%,31件
25,2450-2499,10007円,38分,135.5%,48件
26,2500-2549,7432円,43分,123.1%,42件
27,2550-2599,8865円,37分,131.6%,38件
28,2600-2649,10297円,34分,140.2%,31件
29,2650-2699,11987円,31分,152.3%,39件
30,2700-2749,10824円,33分,143.6%,26件
31,2750-2799,11416円,29分,152.7%,23件
32,2800-2849,12360円,28分,159.8%,32件
33,2850-2899,13882円,26分,170.4%,30件
34,2900-2949,14321円,24分,179.7%,21件
