,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2588円,160分,97.8%,38260件
1,200-249,-2442円,160分,98%,11518件
2,250-299,-2021円,158分,98.3%,6180件
3,300-349,-1859円,154分,98.4%,4226件
4,350-399,-1665円,151分,98.5%,3453件
5,400-449,-1459円,151分,98.7%,2969件
6,450-499,-1177円,150分,99%,2878件
7,500-549,-1073円,146分,99%,2721件
8,550-599,-1158円,146分,98.9%,2711件
9,600-649,-752円,141分,99.3%,2626件
10,650-699,-805円,140分,99.2%,2628件
11,700-749,-761円,138分,99.3%,2614件
12,750-799,-400円,137分,99.6%,2619件
13,800-849,-265円,134分,99.7%,2447件
14,850-899,-184円,131分,99.8%,2722件
15,900-949,55円,130分,100.1%,2784件
16,950-999,402円,127分,100.4%,2668件
17,1000-1049,707円,124分,100.8%,2579件
18,1050-1099,621円,123分,100.7%,2458件
19,1100-1149,362円,122分,100.4%,2449件
20,1150-1199,922円,118分,101%,2307件
21,1200-1249,1164円,114分,101.4%,2250件
22,1250-1299,1189円,113分,101.4%,2137件
23,1300-1349,1425円,111分,101.7%,2100件
24,1350-1399,1675円,107分,102.1%,2093件
25,1400-1449,1517円,105分,101.9%,2079件
26,1450-1499,1798円,101分,102.4%,1951件
27,1500-1549,2034円,100分,102.7%,1882件
28,1550-1599,2494円,98分,103.4%,1949件
29,1600-1649,2716円,94分,103.8%,1820件
30,1650-1699,2862円,92分,104.2%,1841件
31,1700-1749,2951円,89分,104.4%,1845件
32,1750-1799,2727円,87分,104.2%,1704件
33,1800-1849,3461円,83分,105.6%,1645件
34,1850-1899,3189円,80分,105.3%,1663件
35,1900-1949,3458円,76分,106%,1623件
36,1950-1999,3411円,72分,106.3%,1516件
37,2000-2049,4143円,69分,108%,1554件
38,2050-2099,4505円,66分,109.1%,1482件
39,2100-2149,4427円,63分,109.3%,1458件
40,2150-2199,4382円,60分,109.8%,1415件
41,2200-2249,4822円,57分,111.3%,1415件
42,2250-2299,5053円,53分,112.6%,1367件
43,2300-2349,5162円,51分,113.6%,1262件
44,2350-2399,5790円,46分,116.7%,1279件
45,2400-2449,5638円,46分,116.4%,1228件
46,2450-2499,6140円,44分,118.6%,1206件
47,2500-2549,6681円,42分,121.4%,1217件
48,2550-2599,7155円,40分,123.6%,1171件
49,2600-2649,7054円,40分,123.3%,938件
