,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1437円,148分,101.3%,1707件
1,600-649,1656円,146分,101.5%,1754件
2,650-699,1890円,142分,101.8%,1744件
3,700-749,2739円,139分,102.6%,1679件
4,750-799,1525円,139分,101.5%,1983件
5,800-849,2355円,135分,102.3%,1971件
6,850-899,2009円,134分,102%,1956件
7,900-949,2892円,131分,102.9%,1827件
8,950-999,2587円,129分,102.7%,1742件
9,1000-1049,2707円,128分,102.8%,1532件
10,1050-1099,2693円,125分,102.9%,1481件
11,1100-1149,2941円,124分,103.2%,1354件
12,1150-1199,2636円,119分,103%,1272件
13,1200-1249,3292円,119分,103.7%,1289件
14,1250-1299,3460円,115分,104%,1209件
15,1300-1349,3272円,114分,103.8%,1134件
16,1350-1399,3718円,110分,104.5%,1211件
17,1400-1449,4299円,106分,105.4%,1196件
18,1450-1499,3544円,104分,104.5%,1068件
19,1500-1549,4382円,102分,105.7%,938件
20,1550-1599,4362円,100分,105.8%,960件
21,1600-1649,4474円,97分,106.1%,961件
22,1650-1699,4080円,93分,105.9%,886件
23,1700-1749,4560円,90分,106.7%,920件
24,1750-1799,4988円,87分,107.6%,852件
25,1800-1849,5391円,83分,108.6%,840件
26,1850-1899,4985円,79分,108.4%,833件
27,1900-1949,5072円,78分,108.7%,743件
28,1950-1999,5033円,74分,109.1%,773件
29,2000-2049,5094円,73分,109.3%,725件
30,2050-2099,5511円,68分,110.7%,715件
31,2100-2149,6359円,64分,113.2%,690件
32,2150-2199,6018円,62分,112.9%,708件
33,2200-2249,5942円,59分,113.5%,610件
34,2250-2299,5949円,56分,114.2%,610件
35,2300-2349,6206円,52分,115.9%,579件
36,2350-2399,6488円,48分,117.9%,565件
37,2400-2449,6760円,46分,119.6%,563件
38,2450-2499,7242円,45分,121.4%,545件
39,2500-2549,8092円,43分,125.1%,592件
40,2550-2599,8526円,41分,127.9%,532件
41,2600-2649,8817円,39分,130.1%,552件
42,2650-2699,9728円,37分,135%,488件
43,2700-2749,10081円,36分,137.7%,464件
44,2750-2799,10947円,32分,145%,427件
45,2800-2849,11681円,30分,152.1%,381件
46,2850-2899,12946円,27分,164.9%,337件
47,2900-2949,13625円,23分,177.7%,264件
