,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,395円,146分,100.4%,377件
1,450-499,-867円,149分,99.2%,604件
2,500-549,-1089円,147分,99%,706件
3,550-599,113円,140分,100.1%,767件
4,600-649,-315円,141分,99.7%,757件
5,650-699,-110円,138分,99.9%,794件
6,700-749,33円,138分,100%,797件
7,750-799,-200円,138分,99.8%,810件
8,800-849,202円,135分,100.2%,820件
9,850-899,265円,132分,100.3%,793件
10,900-949,1144円,129分,101.2%,756件
11,950-999,160円,129分,100.2%,903件
12,1000-1049,973円,122分,101.1%,896件
13,1050-1099,808円,123分,100.9%,944件
14,1100-1149,1401円,120分,101.6%,805件
15,1150-1199,1419円,115分,101.6%,809件
16,1200-1249,1374円,117分,101.6%,736件
17,1250-1299,2042円,113分,102.4%,713件
18,1300-1349,2135円,112分,102.5%,628件
19,1350-1399,1538円,108分,101.9%,578件
20,1400-1449,2050円,104分,102.6%,586件
21,1450-1499,2924円,102分,103.8%,537件
22,1500-1549,2096円,101分,102.8%,507件
23,1550-1599,2830円,98分,103.9%,556件
24,1600-1649,3033円,93分,104.3%,532件
25,1650-1699,3056円,91分,104.5%,526件
26,1700-1749,3816円,89分,105.7%,430件
27,1750-1799,3766円,86分,105.9%,447件
28,1800-1849,4223円,83分,106.8%,442件
29,1850-1899,3981円,80分,106.7%,432件
30,1900-1949,3921円,76分,106.9%,423件
31,1950-1999,4744円,72分,108.8%,392件
32,2000-2049,4741円,70分,109.1%,376件
33,2050-2099,4500円,65分,109.3%,377件
34,2100-2149,4810円,62分,110.3%,355件
35,2150-2199,4970円,58分,111.4%,351件
36,2200-2249,5539円,56分,113.2%,329件
37,2250-2299,5351円,53分,113.6%,320件
38,2300-2349,6058円,48分,116.8%,318件
39,2350-2399,6415円,46分,118.7%,312件
40,2400-2449,6701円,45分,119.7%,276件
41,2450-2499,6672円,44分,120.2%,269件
42,2500-2549,6850円,42分,121.5%,264件
43,2550-2599,8006円,40分,127%,286件
44,2600-2649,7907円,39分,127.2%,241件
45,2650-2699,8962円,36分,133.3%,232件
46,2700-2749,9445円,34分,137.2%,269件
47,2750-2799,10238円,31分,143.4%,236件
48,2800-2849,10771円,28分,151.2%,250件
49,2850-2899,11902円,26分,162.1%,210件
50,2900-2949,12572円,22分,176.6%,197件
