,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3855円,131分,103.9%,1910件
1,1000-1049,3911円,128分,104.1%,1854件
2,1050-1099,4133円,128分,104.3%,1723件
3,1100-1149,3749円,122分,104.1%,1605件
4,1150-1199,4420円,121分,104.9%,1615件
5,1200-1249,4502円,118分,105.1%,1513件
6,1250-1299,4554円,117分,105.2%,1436件
7,1300-1349,4483円,113分,105.3%,1493件
8,1350-1399,5139円,110分,106.3%,1463件
9,1400-1449,4352円,106分,105.5%,1346件
10,1450-1499,5256円,105分,106.7%,1168件
11,1500-1549,5267円,103分,106.8%,1192件
12,1550-1599,5376円,101分,107.1%,1206件
13,1600-1649,5162円,96分,107.1%,1112件
14,1650-1699,5592円,93分,108%,1160件
15,1700-1749,5704円,90分,108.5%,1045件
16,1750-1799,6344円,87分,109.7%,1053件
17,1800-1849,5633円,83分,109%,1044件
18,1850-1899,5912円,81分,109.7%,949件
19,1900-1949,5881円,77分,110.1%,984件
20,1950-1999,5888円,77分,110.3%,939件
21,2000-2049,6348円,72分,111.8%,909件
22,2050-2099,6882円,69分,113.4%,850件
23,2100-2149,6634円,66分,113.5%,886件
24,2150-2199,6967円,63分,114.8%,791件
25,2200-2249,6515円,59分,114.6%,773件
26,2250-2299,6807円,56分,116.3%,717件
27,2300-2349,7237円,51分,118.9%,733件
28,2350-2399,7056円,48分,119.5%,717件
29,2400-2449,7381円,47分,121%,676件
30,2450-2499,8260円,45分,124.7%,734件
31,2500-2549,8746円,43分,127.4%,688件
32,2550-2599,8661円,41分,127.9%,676件
33,2600-2649,9541円,39分,132.3%,600件
34,2650-2699,10001円,38分,135.4%,592件
35,2700-2749,10782円,35分,141.1%,530件
36,2750-2799,11410円,33分,145.9%,482件
37,2800-2849,12426円,30分,155.4%,420件
38,2850-2899,13139円,27分,166%,364件
39,2900-2949,14075円,24分,178.5%,278件
