,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2726円,137分,102.7%,2420件
1,850-899,3399円,134分,103.4%,2269件
2,900-949,3216円,133分,103.2%,2168件
3,950-999,3445円,130分,103.5%,1910件
4,1000-1049,3507円,128分,103.7%,1854件
5,1050-1099,3730円,127分,103.9%,1723件
6,1100-1149,3370円,121分,103.7%,1605件
7,1150-1199,4036円,121分,104.5%,1615件
8,1200-1249,4129円,118分,104.7%,1513件
9,1250-1299,4181円,117分,104.8%,1436件
10,1300-1349,4123円,113分,104.9%,1493件
11,1350-1399,4785円,109分,105.8%,1463件
12,1400-1449,4016円,106分,105%,1346件
13,1450-1499,4914円,105分,106.2%,1168件
14,1500-1549,4933円,103分,106.4%,1192件
15,1550-1599,5047円,101分,106.7%,1206件
16,1600-1649,4852円,96分,106.7%,1112件
17,1650-1699,5289円,92分,107.6%,1160件
18,1700-1749,5410円,90分,108%,1045件
19,1750-1799,6051円,87分,109.3%,1053件
20,1800-1849,5362円,83分,108.6%,1044件
21,1850-1899,5644円,81分,109.3%,949件
22,1900-1949,5627円,77分,109.7%,984件
23,1950-1999,5638円,76分,109.9%,939件
24,2000-2049,6105円,72分,111.3%,909件
25,2050-2099,6645円,69分,112.9%,850件
26,2100-2149,6412円,65分,113.1%,886件
27,2150-2199,6752円,62分,114.4%,791件
28,2200-2249,6315円,59分,114.2%,773件
29,2250-2299,6615円,56分,115.9%,717件
30,2300-2349,7058円,51分,118.5%,733件
31,2350-2399,6885円,48分,119.1%,717件
32,2400-2449,7213円,47分,120.6%,676件
33,2450-2499,8093円,44分,124.3%,734件
34,2500-2549,8579円,42分,126.9%,688件
35,2550-2599,8493円,41分,127.4%,676件
36,2600-2649,9374円,39分,131.8%,600件
37,2650-2699,9833円,37分,135%,592件
38,2700-2749,10615円,35分,140.6%,530件
39,2750-2799,11243円,33分,145.4%,482件
40,2800-2849,12259円,30分,155%,420件
41,2850-2899,12971円,26分,165.5%,364件
42,2900-2949,13907円,24分,178.1%,278件
