,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3916円,123分,104.2%,2061件
1,1150-1199,4575円,122分,105%,1888件
2,1200-1249,4003円,119分,104.5%,1911件
3,1250-1299,4612円,115分,105.3%,1900件
4,1300-1349,3802円,115分,104.4%,1791件
5,1350-1399,4074円,112分,104.8%,1836件
6,1400-1449,4761円,108分,105.9%,1730件
7,1450-1499,4917円,106分,106.2%,1749件
8,1500-1549,4898円,103分,106.3%,1625件
9,1550-1599,5013円,99分,106.7%,1633件
10,1600-1649,5349円,98分,107.3%,1540件
11,1650-1699,4832円,95分,106.8%,1511件
12,1700-1749,5250円,92分,107.6%,1446件
13,1750-1799,5592円,88分,108.5%,1456件
14,1800-1849,5111円,85分,108%,1403件
15,1850-1899,5260円,82分,108.6%,1368件
16,1900-1949,5240円,78分,109%,1373件
17,1950-1999,5970円,75分,110.6%,1330件
18,2000-2049,5774円,72分,110.6%,1312件
19,2050-2099,6103円,70分,111.7%,1268件
20,2100-2149,6063円,67分,112.1%,1169件
21,2150-2199,5674円,63分,112.1%,1164件
22,2200-2249,6506円,60分,114.5%,1147件
23,2250-2299,6562円,56分,115.8%,1147件
24,2300-2349,6646円,52分,116.9%,1061件
25,2350-2399,6698円,49分,118.1%,1096件
26,2400-2449,7287円,48分,120.5%,1015件
27,2450-2499,7793円,46分,122.6%,1015件
28,2500-2549,8177円,44分,124.5%,954件
29,2550-2599,8856円,43分,127.5%,853件
30,2600-2649,9433円,40分,131.7%,708件
31,2650-2699,9963円,38分,134.8%,631件
32,2700-2749,10544円,35分,139.8%,473件
33,2750-2799,11522円,33分,146.3%,370件
34,2800-2849,12287円,30分,155.2%,317件
35,2850-2899,13720円,27分,168.3%,264件
36,2900-2949,14061円,25分,176.1%,192件
