,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-59円,140分,99.9%,53件
1,700-749,769円,137分,100.7%,68件
2,750-799,318円,131分,100.3%,96件
3,800-849,1666円,135分,101.6%,92件
4,850-899,329円,129分,100.3%,96件
5,900-949,1558円,130分,101.6%,114件
6,950-999,178円,128分,100.2%,133件
7,1000-1049,621円,127分,100.7%,117件
8,1050-1099,1454円,122分,101.6%,143件
9,1100-1149,2324円,118分,102.6%,176件
10,1150-1199,1632円,118分,101.8%,159件
11,1200-1249,1937円,118分,102.2%,197件
12,1250-1299,1984円,115分,102.3%,180件
13,1300-1349,2378円,109分,102.9%,209件
14,1350-1399,1436円,110分,101.7%,224件
15,1400-1449,2183円,107分,102.7%,211件
16,1450-1499,2874円,101分,103.8%,175件
17,1500-1549,2255円,105分,102.9%,185件
18,1550-1599,3271円,97分,104.5%,197件
19,1600-1649,2453円,96分,103.4%,199件
20,1650-1699,4103円,89分,106.1%,208件
21,1700-1749,2476円,88分,103.7%,188件
22,1750-1799,4814円,83分,107.8%,186件
23,1800-1849,4659円,83分,107.5%,185件
24,1850-1899,3911円,79分,106.6%,153件
25,1900-1949,4202円,76分,107.4%,169件
26,1950-1999,4880円,70分,109.2%,153件
27,2000-2049,5066円,68分,109.9%,161件
28,2050-2099,6097円,65分,112.6%,140件
29,2100-2149,6708円,62分,114.5%,137件
30,2150-2199,5960円,55分,114.4%,112件
31,2200-2249,5878円,55分,114.2%,120件
32,2250-2299,6088円,52分,115.7%,125件
33,2300-2349,5854円,50分,115.7%,120件
34,2350-2399,4596円,50分,112.3%,113件
35,2400-2449,7212円,43分,122.2%,112件
36,2450-2499,6845円,43分,121.4%,109件
37,2500-2549,7014円,42分,122.3%,106件
38,2550-2599,7375円,40分,124.7%,104件
39,2600-2649,8507円,37分,131.1%,92件
40,2650-2699,7924円,36分,129%,101件
41,2700-2749,8918円,35分,134%,91件
42,2750-2799,10158円,31分,144.1%,84件
43,2800-2849,10851円,29分,150.1%,65件
44,2850-2899,11809円,25分,163.1%,83件
45,2900-2949,12409円,25分,166.3%,72件
