,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-2436円,154分,97.9%,269件
1,350-399,-590円,149分,99.5%,453件
2,400-449,-1482円,151分,98.7%,719件
3,450-499,-1568円,150分,98.6%,837件
4,500-549,-429円,144分,99.6%,923件
5,550-599,-516円,142分,99.5%,928件
6,600-649,-347円,139分,99.7%,964件
7,650-699,-301円,140分,99.7%,987件
8,700-749,-668円,140分,99.4%,960件
9,750-799,-125円,137分,99.9%,987件
10,800-849,-317円,135分,99.7%,964件
11,850-899,815円,131分,100.8%,927件
12,900-949,-146円,132分,99.9%,1114件
13,950-999,606円,126分,100.6%,1075件
14,1000-1049,461円,125分,100.5%,1127件
15,1050-1099,1046円,121分,101.1%,975件
16,1100-1149,1006円,119分,101.1%,1001件
17,1150-1199,1046円,120分,101.2%,869件
18,1200-1249,1619円,115分,101.9%,870件
19,1250-1299,1686円,114分,102%,760件
20,1300-1349,1157円,109分,101.4%,690件
21,1350-1399,1697円,107分,102.1%,705件
22,1400-1449,2628円,105分,103.3%,668件
23,1450-1499,1792円,104分,102.3%,623件
24,1500-1549,2126円,101分,102.8%,643件
25,1550-1599,2953円,96分,104.1%,654件
26,1600-1649,2999円,93分,104.3%,634件
27,1650-1699,3608円,92分,105.2%,532件
28,1700-1749,3183円,89分,104.8%,519件
29,1750-1799,3702円,86分,105.7%,531件
30,1800-1849,3429円,83分,105.5%,508件
31,1850-1899,3605円,79分,106.1%,508件
32,1900-1949,4201円,76分,107.4%,475件
33,1950-1999,4383円,72分,108.1%,452件
34,2000-2049,4130円,68分,108.1%,451件
35,2050-2099,4494円,66分,109.1%,434件
36,2100-2149,4665円,61分,110.2%,430件
37,2150-2199,5061円,60分,111.2%,399件
38,2200-2249,5082円,56分,112.1%,394件
39,2250-2299,5448円,52分,114.1%,378件
40,2300-2349,5742円,49分,115.5%,381件
41,2350-2399,6241円,46分,118%,346件
42,2400-2449,5999円,46分,117.4%,327件
43,2450-2499,6324円,44分,119.3%,315件
44,2500-2549,7250円,42分,123%,333件
45,2550-2599,7333円,41分,124%,305件
46,2600-2649,8003円,39分,127.7%,280件
47,2650-2699,8659円,36分,131.7%,318件
48,2700-2749,9464円,34分,137.3%,289件
49,2750-2799,9857円,31分,142.6%,306件
50,2800-2849,11069円,29分,151.8%,268件
51,2850-2899,11786円,25分,162.9%,260件
52,2900-2949,12871円,22分,176.7%,212件
