,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5704円,135分,105.6%,23件
1,1000-1049,5788円,129分,106%,32件
2,1050-1099,5102円,124分,105.5%,41件
3,1100-1149,6622円,130分,106.8%,33件
4,1150-1199,6450円,125分,106.9%,66件
5,1200-1249,7220円,111分,108.6%,59件
6,1250-1299,6842円,112分,108.2%,65件
7,1300-1349,5609円,110分,106.8%,67件
8,1350-1399,6857円,106分,108.6%,83件
9,1400-1449,7940円,104分,110.2%,75件
10,1450-1499,6705円,106分,108.4%,73件
11,1500-1549,6323円,98分,108.6%,83件
12,1550-1599,6499円,97分,108.9%,78件
13,1600-1649,7031円,98分,109.6%,86件
14,1650-1699,7556円,91分,111.1%,73件
15,1700-1749,5992円,87分,109.2%,90件
16,1750-1799,6842円,87分,110.4%,81件
17,1800-1849,7859円,80分,113%,84件
18,1850-1899,7557円,77分,113%,96件
19,1900-1949,8254円,78分,114.2%,97件
20,1950-1999,5721円,73分,110.5%,79件
21,2000-2049,8372円,70分,116.1%,106件
22,2050-2099,8353円,67分,116.5%,112件
23,2100-2149,6435円,62分,113.8%,87件
24,2150-2199,7918円,59分,117.8%,90件
25,2200-2249,7140円,58分,116.3%,80件
26,2250-2299,6535円,54分,116.2%,85件
27,2300-2349,8280円,52分,121.3%,65件
28,2350-2399,7227円,46分,120.8%,71件
29,2400-2449,5794円,50分,115.4%,63件
30,2450-2499,8273円,42分,126.2%,61件
31,2500-2549,10229円,35分,138.5%,43件
32,2550-2599,9431円,39分,132%,49件
33,2600-2649,8897円,39分,130.8%,41件
34,2650-2699,9707円,36分,135.5%,49件
35,2700-2749,10528円,35分,140%,61件
36,2750-2799,11915円,31分,150.7%,42件
37,2800-2849,12319円,29分,157.6%,33件
38,2850-2899,13783円,27分,167.9%,48件
39,2900-2949,14636円,24分,180.8%,44件
