,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,6889円,106分,108.7%,334件
1,1500-1549,6737円,103分,108.7%,283件
2,1550-1599,5905円,101分,107.8%,273件
3,1600-1649,6612円,98分,109%,274件
4,1650-1699,7110円,94分,110.1%,286件
5,1700-1749,7003円,91分,110.3%,249件
6,1750-1799,6397円,89分,109.6%,255件
7,1800-1849,7336円,88分,111.2%,263件
8,1850-1899,7508円,81分,112.4%,223件
9,1900-1949,8090円,82分,113.1%,199件
10,1950-1999,7663円,74分,113.7%,216件
11,2000-2049,8905円,71分,116.8%,197件
12,2050-2099,6322円,70分,112.1%,173件
13,2100-2149,8458円,64分,117.7%,162件
14,2150-2199,7330円,60分,116.4%,179件
15,2200-2249,7659円,56分,118.2%,184件
16,2250-2299,8796円,51分,123.2%,164件
17,2300-2349,8474円,50分,122.4%,157件
18,2350-2399,7651円,48分,121%,143件
19,2400-2449,9266円,44分,128.1%,140件
20,2450-2499,8365円,46分,124%,140件
21,2500-2549,9286円,43分,128.8%,123件
22,2550-2599,9943円,42分,131.6%,130件
23,2600-2649,9621円,41分,131.2%,114件
24,2650-2699,10659円,37分,138.5%,120件
25,2700-2749,11540円,36分,143.1%,145件
26,2750-2799,11934円,33分,148.2%,124件
27,2800-2849,12877円,30分,157.2%,110件
28,2850-2899,14559円,27分,172.4%,107件
29,2900-2949,14725円,25分,178.6%,102件
