,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4122円,130分,104.2%,1472件
1,1000-1049,4107円,127分,104.3%,1455件
2,1050-1099,4175円,127分,104.4%,1274件
3,1100-1149,4165円,123分,104.5%,1241件
4,1150-1199,4250円,123分,104.6%,1110件
5,1200-1249,4001円,117分,104.5%,1065件
6,1250-1299,4596円,116分,105.3%,1073件
7,1300-1349,4756円,114分,105.6%,992件
8,1350-1399,4497円,112分,105.4%,938件
9,1400-1449,5107円,108分,106.3%,990件
10,1450-1499,5616円,104分,107.2%,995件
11,1500-1549,5006円,102分,106.5%,900件
12,1550-1599,5721円,100分,107.6%,760件
13,1600-1649,5368円,98分,107.3%,778件
14,1650-1699,5686円,95分,108%,786件
15,1700-1749,5149円,91分,107.5%,739件
16,1750-1799,5643円,88分,108.6%,768件
17,1800-1849,5890円,85分,109.3%,700件
18,1850-1899,6330円,81分,110.4%,680件
19,1900-1949,5953円,76分,110.4%,677件
20,1950-1999,6037円,75分,110.7%,619件
21,2000-2049,6106円,71分,111.5%,634件
22,2050-2099,5906円,70分,111.2%,594件
23,2100-2149,6591円,66分,113.4%,586件
24,2150-2199,7140円,61分,115.6%,573件
25,2200-2249,6829円,59分,115.3%,578件
26,2250-2299,6743円,55分,116.3%,501件
27,2300-2349,7221円,52分,118.4%,514件
28,2350-2399,6829円,49分,118.5%,463件
29,2400-2449,7366円,47分,121%,474件
30,2450-2499,7799円,45分,123.1%,460件
31,2500-2549,8206円,44分,124.9%,437件
32,2550-2599,8861円,42分,128.1%,469件
33,2600-2649,9775円,39分,133.5%,437件
34,2650-2699,9991円,37分,136%,471件
35,2700-2749,10946円,35分,141.4%,400件
36,2750-2799,11415円,33分,145.9%,381件
37,2800-2849,12437円,30分,155.5%,355件
38,2850-2899,13204円,27分,165.7%,327件
39,2900-2949,14350円,24分,180.1%,252件
