,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-1194円,154分,99%,45件
1,550-599,-245円,147分,99.8%,74件
2,600-649,776円,143分,100.7%,101件
3,650-699,-185円,140分,99.8%,132件
4,700-749,903円,137分,100.9%,129件
5,750-799,965円,135分,101%,140件
6,800-849,808円,136分,100.8%,161件
7,850-899,172円,135分,100.2%,196件
8,900-949,852円,131分,100.9%,189件
9,950-999,1263円,130分,101.3%,193件
10,1000-1049,2400円,124分,102.6%,260件
11,1050-1099,1919円,122分,102.1%,229件
12,1100-1149,2107円,121分,102.3%,283件
13,1150-1199,2147円,121分,102.4%,267件
14,1200-1249,2311円,115分,102.7%,305件
15,1250-1299,1444円,115分,101.7%,323件
16,1300-1349,2246円,113分,102.6%,312件
17,1350-1399,2663円,109分,103.3%,265件
18,1400-1449,2066円,111分,102.5%,278件
19,1450-1499,2838円,102分,103.7%,293件
20,1500-1549,2393円,103分,103.1%,286件
21,1550-1599,3661円,96分,105.1%,285件
22,1600-1649,2785円,93分,104%,275件
23,1650-1699,4570円,90分,106.8%,276件
24,1700-1749,4751円,89分,107.1%,296件
25,1750-1799,4104円,85分,106.4%,246件
26,1800-1849,4191円,83分,106.7%,252件
27,1850-1899,4599円,78分,107.8%,230件
28,1900-1949,4735円,74分,108.5%,230件
29,1950-1999,5764円,72分,110.7%,208件
30,2000-2049,5386円,70分,110.3%,201件
31,2050-2099,5498円,64分,111.5%,187件
32,2100-2149,5687円,64分,111.9%,185件
33,2150-2199,6172円,59分,114%,185件
34,2200-2249,5177円,58分,111.9%,175件
35,2250-2299,3687円,58分,108.4%,160件
36,2300-2349,6008円,49分,116.4%,155件
37,2350-2399,5927円,48分,116.6%,152件
38,2400-2449,6376円,45分,119%,152件
39,2450-2499,6767円,44分,120.3%,153件
40,2500-2549,6966円,42分,122%,127件
41,2550-2599,7202円,40分,124%,147件
42,2600-2649,7665円,40分,125.4%,121件
43,2650-2699,9000円,35分,133.9%,127件
44,2700-2749,9812円,34分,138.5%,100件
45,2750-2799,10314円,32分,143.2%,119件
46,2800-2849,10872円,31分,146.6%,104件
47,2850-2899,12301円,26分,163.7%,100件
48,2900-2949,13730円,22分,182%,91件
