,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,1111円,150分,101%,149件
1,450-499,-187円,151分,99.8%,183件
2,500-549,140円,151分,100.1%,224件
3,550-599,876円,141分,100.8%,295件
4,600-649,-695円,145分,99.4%,332件
5,650-699,1466円,141分,101.4%,357件
6,700-749,1264円,140分,101.2%,404件
7,750-799,1448円,138分,101.4%,455件
8,800-849,1202円,137分,101.2%,487件
9,850-899,1621円,133分,101.6%,469件
10,900-949,1773円,131分,101.8%,523件
11,950-999,1116円,131分,101.1%,542件
12,1000-1049,1315円,127分,101.4%,596件
13,1050-1099,2312円,121分,102.6%,612件
14,1100-1149,2271円,126分,102.4%,603件
15,1150-1199,2246円,119分,102.5%,612件
16,1200-1249,2986円,114分,103.5%,583件
17,1250-1299,2485円,115分,102.9%,528件
18,1300-1349,2494円,113分,103%,554件
19,1350-1399,3400円,108分,104.2%,518件
20,1400-1449,2736円,106分,103.4%,480件
21,1450-1499,3027円,104分,103.9%,488件
22,1500-1549,3419円,102分,104.5%,486件
23,1550-1599,4150円,97分,105.7%,458件
24,1600-1649,3601円,94分,105.1%,460件
25,1650-1699,4058円,93分,105.8%,449件
26,1700-1749,3588円,88分,105.4%,391件
27,1750-1799,4528円,87分,106.9%,358件
28,1800-1849,4459円,84分,107.1%,379件
29,1850-1899,5280円,79分,108.9%,323件
30,1900-1949,4394円,77分,107.6%,307件
31,1950-1999,6092円,74分,111%,307件
32,2000-2049,4597円,71分,108.7%,298件
33,2050-2099,4937円,68分,109.7%,301件
34,2100-2149,5513円,62分,111.8%,289件
35,2150-2199,5629円,60分,112.4%,271件
36,2200-2249,5640円,58分,113.1%,270件
37,2250-2299,6118円,52分,115.7%,236件
38,2300-2349,5165円,53分,113.1%,245件
39,2350-2399,6266円,48分,117.3%,206件
40,2400-2449,6389円,46分,118.3%,237件
41,2450-2499,7571円,43分,123.7%,222件
42,2500-2549,7540円,42分,124.1%,216件
43,2550-2599,7934円,41分,125.8%,255件
44,2600-2649,8100円,40分,127.2%,214件
45,2650-2699,8941円,37分,132.6%,189件
46,2700-2749,9891円,34分,138.3%,190件
47,2750-2799,10438円,33分,142.3%,178件
48,2800-2849,11411円,29分,151.8%,175件
49,2850-2899,12154円,26分,162.6%,149件
50,2900-2949,13660円,23分,177.6%,137件
