,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1377円,140分,101.3%,256件
1,550-599,403円,145分,100.4%,410件
2,600-649,149円,143分,100.1%,491件
3,650-699,1500円,135分,101.5%,535件
4,700-749,641円,136分,100.6%,520件
5,750-799,642円,134分,100.6%,542件
6,800-849,1302円,132分,101.3%,550件
7,850-899,897円,133分,100.9%,570件
8,900-949,1633円,128分,101.7%,565件
9,950-999,1429円,127分,101.5%,548件
10,1000-1049,2509円,122分,102.7%,525件
11,1050-1099,1405円,125分,101.5%,640件
12,1100-1149,1902円,118分,102.2%,617件
13,1150-1199,2005円,117分,102.3%,666件
14,1200-1249,2834円,115分,103.3%,554件
15,1250-1299,2451円,110分,103%,571件
16,1300-1349,2762円,111分,103.3%,508件
17,1350-1399,2778円,108分,103.4%,487件
18,1400-1449,3043円,107分,103.8%,413件
19,1450-1499,2851円,101分,103.8%,400件
20,1500-1549,3551円,99分,104.8%,416件
21,1550-1599,3779円,97分,105.2%,346件
22,1600-1649,3599円,95分,105%,366件
23,1650-1699,4139円,92分,106%,393件
24,1700-1749,4382円,86分,106.8%,373件
25,1750-1799,4431円,86分,106.9%,374件
26,1800-1849,4747円,82分,107.7%,286件
27,1850-1899,4916円,79分,108.3%,307件
28,1900-1949,5402円,76分,109.5%,292件
29,1950-1999,5893円,72分,110.9%,302件
30,2000-2049,4978円,69分,109.6%,292件
31,2050-2099,5821円,66分,111.7%,267件
32,2100-2149,5811円,62分,112.5%,273件
33,2150-2199,5929円,57分,113.9%,273件
34,2200-2249,5937円,54分,114.6%,246件
35,2250-2299,6622円,49分,118.1%,243件
36,2300-2349,6826円,49分,118.7%,235件
37,2350-2399,6404円,45分,118.9%,220件
38,2400-2449,7357円,42分,123.3%,204件
39,2450-2499,7425円,43分,123%,208件
40,2500-2549,8025円,42分,125.5%,195件
41,2550-2599,8332円,40分,127.5%,188件
42,2600-2649,8406円,38分,129.4%,192件
43,2650-2699,9057円,36分,133.1%,192件
44,2700-2749,9599円,34分,138.2%,176件
45,2750-2799,10402円,31分,144.2%,154件
46,2800-2849,11089円,29分,151.6%,187件
47,2850-2899,12022円,26分,162.6%,162件
48,2900-2949,12774円,21分,179.4%,156件
