,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6440円,106分,108.1%,14件
1,1250-1299,7513円,114分,108.8%,19件
2,1300-1349,9101円,100分,112.1%,25件
3,1350-1399,7739円,105分,109.8%,31件
4,1400-1449,9224円,97分,112.7%,16件
5,1450-1499,7158円,105分,109.1%,16件
6,1500-1549,8885円,96分,112.3%,26件
7,1550-1599,6682円,100分,108.9%,29件
8,1600-1649,8940円,91分,113.1%,42件
9,1650-1699,9438円,92分,113.6%,32件
10,1700-1749,8624円,93分,112.4%,36件
11,1750-1799,9437円,79分,115.9%,30件
12,1800-1849,9372円,81分,115.4%,36件
13,1850-1899,6392円,71分,112%,26件
14,1900-1949,9414円,77分,116.3%,33件
15,1950-1999,8690円,70分,116.6%,43件
16,2000-2049,10265円,69分,119.9%,37件
17,2050-2099,7843円,67分,115.5%,38件
18,2100-2149,9083円,62分,119.5%,39件
19,2150-2199,10567円,53分,126.6%,32件
20,2200-2249,9414円,52分,124.1%,35件
21,2250-2299,9696円,46分,128%,44件
22,2300-2349,10214円,46分,129.6%,40件
23,2350-2399,6768円,45分,120.2%,40件
24,2400-2449,8102円,41分,126.4%,31件
25,2450-2499,9441円,37分,134%,48件
26,2500-2549,6866円,42分,121.6%,42件
27,2550-2599,8299円,37分,130%,38件
28,2600-2649,9732円,34分,138.6%,31件
29,2650-2699,11421円,30分,150.7%,39件
30,2700-2749,10259円,33分,142%,26件
31,2750-2799,10851円,28分,151%,23件
32,2800-2849,11794円,27分,158.2%,32件
33,2850-2899,13316円,26分,168.8%,30件
34,2900-2949,13755円,23分,178.2%,21件
