,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,2871円,113分,103.4%,22件
1,1150-1199,6895円,121分,107.6%,24件
2,1200-1249,6160円,109分,107.6%,33件
3,1250-1299,9401円,109分,111.5%,30件
4,1300-1349,5996円,108分,107.4%,33件
5,1350-1399,5489円,100分,107.3%,31件
6,1400-1449,7376円,98分,110%,41件
7,1450-1499,7284円,94分,110.3%,42件
8,1500-1549,8036円,95分,111.2%,47件
9,1550-1599,8530円,98分,111.6%,55件
10,1600-1649,6357円,96分,108.8%,49件
11,1650-1699,7713円,89分,111.6%,63件
12,1700-1749,6681円,92分,109.7%,60件
13,1750-1799,8627円,83分,113.8%,66件
14,1800-1849,9144円,78分,115.7%,57件
15,1850-1899,7219円,85分,111.3%,55件
16,1900-1949,9414円,75分,116.8%,52件
17,1950-1999,7637円,77分,113.2%,58件
18,2000-2049,8686円,71分,116.4%,58件
19,2050-2099,7560円,66分,115.2%,51件
20,2100-2149,9834円,59分,122.3%,42件
21,2150-2199,10220円,61分,122.2%,58件
22,2200-2249,7706円,53分,119.3%,36件
23,2250-2299,7333円,52分,118.7%,47件
24,2300-2349,9895円,45分,129.4%,48件
25,2350-2399,10619円,38分,137.3%,41件
26,2400-2449,7783円,44分,123.7%,31件
27,2450-2499,10929円,35分,141.2%,33件
28,2500-2549,10574円,32分,143.8%,28件
29,2550-2599,11243円,34分,143.9%,31件
30,2600-2649,10966円,34分,142.5%,28件
31,2650-2699,11813円,33分,148.5%,38件
32,2700-2749,11930円,30分,153.8%,32件
33,2750-2799,11932円,31分,150.9%,28件
34,2800-2849,12347円,28分,159.1%,26件
35,2850-2899,12938円,25分,168%,31件
36,2900-2949,13349円,21分,183.5%,28件
