,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,53円,147分,100%,118件
1,550-599,1825円,140分,101.7%,199件
2,600-649,1064円,143分,101%,342件
3,650-699,1012円,141分,101%,429件
4,700-749,2255円,133分,102.3%,451件
5,750-799,1494円,133分,101.5%,432件
6,800-849,1440円,133分,101.4%,455件
7,850-899,1986円,129分,102.1%,459件
8,900-949,1796円,131分,101.8%,476件
9,950-999,2585円,125分,102.8%,476件
10,1000-1049,2027円,126分,102.2%,444件
11,1050-1099,3313円,120分,103.7%,444件
12,1100-1149,2641円,121分,102.9%,543件
13,1150-1199,2949円,116分,103.4%,521件
14,1200-1249,2766円,114分,103.2%,558件
15,1250-1299,3555円,112分,104.2%,444件
16,1300-1349,2908円,107分,103.6%,467件
17,1350-1399,3475円,109分,104.3%,402件
18,1400-1449,3487円,104分,104.5%,405件
19,1450-1499,3582円,104分,104.6%,336件
20,1500-1549,3675円,97分,105%,329件
21,1550-1599,4626円,96分,106.4%,345件
22,1600-1649,4725円,93分,106.8%,290件
23,1650-1699,4474円,92分,106.5%,304件
24,1700-1749,5002円,88分,107.6%,324件
25,1750-1799,4799円,84分,107.6%,320件
26,1800-1849,4936円,84分,107.8%,314件
27,1850-1899,5262円,79分,108.8%,240件
28,1900-1949,5468円,76分,109.6%,255件
29,1950-1999,6207円,73分,111.4%,251件
30,2000-2049,6806円,69分,113.1%,254件
31,2050-2099,5740円,66分,111.5%,242件
32,2100-2149,6453円,63分,113.6%,230件
33,2150-2199,6674円,58分,115.4%,227件
34,2200-2249,6596円,52分,116.8%,232件
35,2250-2299,6788円,49分,118.5%,207件
36,2300-2349,7452円,45分,122.2%,203件
37,2350-2399,7318円,44分,121.9%,187件
38,2400-2449,7399円,42分,123.6%,187件
39,2450-2499,8433円,40分,128.3%,171件
40,2500-2549,8356円,41分,127.5%,177件
41,2550-2599,9087円,39分,130.8%,159件
42,2600-2649,9234円,38分,132.2%,164件
43,2650-2699,9410円,36分,135.3%,157件
44,2700-2749,9899円,34分,138.9%,158件
45,2750-2799,10557円,32分,144.7%,136件
46,2800-2849,11407円,29分,152.8%,125件
47,2850-2899,12207円,26分,162.7%,157件
48,2900-2949,13036円,22分,178.5%,128件
