,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,4295円,134分,104.3%,927件
1,900-949,3285円,135分,103.3%,1114件
2,950-999,3935円,129分,104.1%,1075件
3,1000-1049,3752円,128分,103.9%,1127件
4,1050-1099,4284円,124分,104.6%,975件
5,1100-1149,4151円,122分,104.6%,1001件
6,1150-1199,4239円,123分,104.6%,869件
7,1200-1249,4723円,118分,105.3%,870件
8,1250-1299,4762円,117分,105.4%,760件
9,1300-1349,4028円,112分,104.8%,690件
10,1350-1399,4568円,110分,105.5%,705件
11,1400-1449,5507円,108分,106.8%,668件
12,1450-1499,4564円,106分,105.7%,623件
13,1500-1549,4867円,104分,106.2%,643件
14,1550-1599,5588円,98分,107.6%,654件
15,1600-1649,5545円,95分,107.8%,634件
16,1650-1699,6198円,94分,108.8%,532件
17,1700-1749,5626円,91分,108.2%,519件
18,1750-1799,6124円,88分,109.3%,531件
19,1800-1849,5725円,85分,109%,508件
20,1850-1899,5787円,81分,109.5%,508件
21,1900-1949,6318円,77分,110.9%,475件
22,1950-1999,6447円,74分,111.6%,452件
23,2000-2049,6022円,70分,111.5%,451件
24,2050-2099,6341円,67分,112.6%,434件
25,2100-2149,6391円,63分,113.6%,430件
26,2150-2199,6792円,62分,114.6%,399件
27,2200-2249,6712円,57分,115.6%,394件
28,2250-2299,6977円,53分,117.6%,378件
29,2300-2349,7183円,51分,118.9%,381件
30,2350-2399,7614円,48分,121.4%,346件
31,2400-2449,7365円,47分,120.8%,327件
32,2450-2499,7690円,45分,122.8%,315件
33,2500-2549,8540円,43分,126.4%,333件
34,2550-2599,8623円,42分,127.4%,305件
35,2600-2649,9293円,40分,131.2%,280件
36,2650-2699,9949円,38分,135.3%,318件
37,2700-2749,10754円,35分,141%,289件
38,2750-2799,11147円,32分,146.5%,306件
39,2800-2849,12359円,30分,155.5%,268件
40,2850-2899,13076円,26分,166.7%,260件
41,2900-2949,14161円,24分,180.3%,212件
