,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2626円,159分,97.8%,483件
1,200-249,-1420円,157分,98.8%,839件
2,250-299,-2310円,158分,98%,1212件
3,300-349,-2145円,154分,98.1%,1423件
4,350-399,-1419円,152分,98.8%,1605件
5,400-449,-1214円,150分,98.9%,1631件
6,450-499,-1201円,147分,98.9%,1668件
7,500-549,-889円,147分,99.2%,1743件
8,550-599,-1010円,145分,99.1%,1707件
9,600-649,-781円,144分,99.3%,1754件
10,650-699,-479円,140分,99.5%,1744件
11,700-749,362円,137分,100.4%,1679件
12,750-799,-795円,137分,99.2%,1983件
13,800-849,67円,133分,100.1%,1971件
14,850-899,-231円,132分,99.8%,1956件
15,900-949,653円,129分,100.7%,1827件
16,950-999,401円,127分,100.4%,1742件
17,1000-1049,533円,126分,100.6%,1532件
18,1050-1099,563円,124分,100.6%,1481件
19,1100-1149,823円,122分,100.9%,1354件
20,1150-1199,639円,117分,100.7%,1272件
21,1200-1249,1253円,117分,101.4%,1289件
22,1250-1299,1492円,113分,101.8%,1209件
23,1300-1349,1320円,112分,101.6%,1134件
24,1350-1399,1822円,108分,102.3%,1211件
25,1400-1449,2437円,104分,103.1%,1196件
26,1450-1499,1762円,103分,102.3%,1068件
27,1500-1549,2581円,101分,103.4%,938件
28,1550-1599,2615円,98分,103.6%,960件
29,1600-1649,2757円,96分,103.8%,961件
30,1650-1699,2477円,91分,103.6%,886件
31,1700-1749,2975円,89分,104.5%,920件
32,1750-1799,3443円,86分,105.4%,852件
33,1800-1849,3881円,82分,106.3%,840件
34,1850-1899,3587円,78分,106.2%,833件
35,1900-1949,3694円,76分,106.5%,743件
36,1950-1999,3727円,73分,106.8%,773件
37,2000-2049,3811円,72分,107.1%,725件
38,2050-2099,4274円,67分,108.5%,715件
39,2100-2149,5141円,63分,110.8%,690件
40,2150-2199,4883円,61分,110.7%,708件
41,2200-2249,4878円,58分,111.3%,610件
42,2250-2299,4935円,55分,112%,610件
43,2300-2349,5242円,51分,113.7%,579件
44,2350-2399,5574円,47分,115.7%,565件
45,2400-2449,5860円,45分,117.3%,563件
46,2450-2499,6342円,44分,119%,545件
47,2500-2549,7192円,42分,122.8%,592件
48,2550-2599,7626円,40分,125.4%,532件
49,2600-2649,7917円,38分,127.6%,552件
50,2650-2699,8828円,36分,132.5%,488件
51,2700-2749,9181円,35分,135.2%,464件
52,2750-2799,10047円,32分,142.4%,427件
53,2800-2849,10781円,29分,149.4%,381件
54,2850-2899,12046円,26分,162.2%,337件
55,2900-2949,12724円,23分,175.2%,264件
