,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,8572円,123分,109.3%,65件
1,1100-1149,5346円,124分,105.7%,81件
2,1150-1199,3969円,117分,104.5%,67件
3,1200-1249,5615円,114分,106.6%,75件
4,1250-1299,7502円,109分,109.1%,102件
5,1300-1349,6094円,114分,107.1%,96件
6,1350-1399,7145円,112分,108.5%,101件
7,1400-1449,6782円,110分,108.2%,108件
8,1450-1499,5763円,104分,107.4%,112件
9,1500-1549,5981円,105分,107.6%,133件
10,1550-1599,6788円,95分,109.5%,114件
11,1600-1649,6221円,97分,108.5%,101件
12,1650-1699,6270円,99分,108.4%,113件
13,1700-1749,7953円,89分,111.9%,109件
14,1750-1799,7067円,91分,110.4%,121件
15,1800-1849,8186円,82分,113.2%,117件
16,1850-1899,4956円,83分,108%,104件
17,1900-1949,8499円,73分,115.5%,101件
18,1950-1999,8396円,76分,114.7%,112件
19,2000-2049,7918円,68分,115.5%,84件
20,2050-2099,7267円,69分,114.1%,93件
21,2100-2149,6910円,63分,114.6%,81件
22,2150-2199,9987円,57分,123.5%,107件
23,2200-2249,7024円,56分,116.8%,60件
24,2250-2299,9346円,50分,125%,76件
25,2300-2349,8747円,44分,126.6%,65件
26,2350-2399,8305円,47分,123.8%,59件
27,2400-2449,8722円,43分,127.3%,73件
28,2450-2499,9490円,42分,130.4%,71件
29,2500-2549,8920円,43分,127.4%,72件
30,2550-2599,9375円,43分,129.2%,54件
31,2600-2649,9460円,40分,131.4%,58件
32,2650-2699,9854円,38分,134.3%,60件
33,2700-2749,10695円,35分,140.4%,57件
34,2750-2799,11194円,31分,147.4%,41件
35,2800-2849,11841円,29分,154.6%,58件
36,2850-2899,13329円,27分,164.7%,49件
37,2900-2949,14673円,22分,189.5%,42件
