,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-513円,147分,99.5%,118件
1,550-599,1268円,139分,101.2%,199件
2,600-649,504円,143分,100.5%,342件
3,650-699,464円,140分,100.4%,429件
4,700-749,1722円,133分,101.7%,451件
5,750-799,971円,133分,101%,432件
6,800-849,918円,133分,100.9%,455件
7,850-899,1477円,129分,101.5%,459件
8,900-949,1277円,131分,101.3%,476件
9,950-999,2085円,124分,102.2%,476件
10,1000-1049,1528円,125分,101.6%,444件
11,1050-1099,2823円,120分,103.1%,444件
12,1100-1149,2152円,121分,102.4%,543件
13,1150-1199,2480円,115分,102.9%,521件
14,1200-1249,2306円,114分,102.7%,558件
15,1250-1299,3095円,112分,103.7%,444件
16,1300-1349,2481円,106分,103.1%,467件
17,1350-1399,3029円,108分,103.7%,402件
18,1400-1449,3063円,104分,103.9%,405件
19,1450-1499,3160円,103分,104.1%,336件
20,1500-1549,3280円,97分,104.5%,329件
21,1550-1599,4220円,96分,105.9%,345件
22,1600-1649,4338円,92分,106.3%,290件
23,1650-1699,4091円,92分,106%,304件
24,1700-1749,4629円,88分,107.1%,324件
25,1750-1799,4446円,84分,107.1%,320件
26,1800-1849,4581円,84分,107.3%,314件
27,1850-1899,4923円,79分,108.3%,240件
28,1900-1949,5142円,75分,109.1%,255件
29,1950-1999,5883円,72分,110.9%,251件
30,2000-2049,6491円,69分,112.5%,254件
31,2050-2099,5455円,66分,111%,242件
32,2100-2149,6173円,63分,113%,230件
33,2150-2199,6415円,57分,114.9%,227件
34,2200-2249,6362円,52分,116.3%,232件
35,2250-2299,6568円,49分,118%,207件
36,2300-2349,7245円,45分,121.7%,203件
37,2350-2399,7113円,44分,121.4%,187件
38,2400-2449,7198円,42分,123.1%,187件
39,2450-2499,8232円,39分,127.8%,171件
40,2500-2549,8231円,40分,127.1%,177件
41,2550-2599,8962円,39分,130.4%,159件
42,2600-2649,9108円,38分,131.9%,164件
43,2650-2699,9285円,35分,134.9%,157件
44,2700-2749,9774円,34分,138.5%,158件
45,2750-2799,10431円,31分,144.3%,136件
46,2800-2849,11282円,29分,152.5%,125件
47,2850-2899,12081円,26分,162.4%,157件
48,2900-2949,12910円,22分,178.1%,128件
