,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5780円,125分,106.2%,23件
1,1150-1199,5056円,117分,105.8%,29件
2,1200-1249,7878円,124分,108.5%,28件
3,1250-1299,7202円,118分,108.1%,42件
4,1300-1349,7281円,107分,109.1%,38件
5,1350-1399,6485円,113分,107.6%,42件
6,1400-1449,5786円,104分,107.4%,51件
7,1450-1499,7491円,99分,110%,64件
8,1500-1549,7960円,103分,110.3%,43件
9,1550-1599,7251円,100分,109.6%,49件
10,1600-1649,5223円,94分,107.4%,50件
11,1650-1699,6187円,90分,109.2%,52件
12,1700-1749,7325円,89分,111%,61件
13,1750-1799,7418円,85分,111.7%,49件
14,1800-1849,5156円,82分,108.4%,58件
15,1850-1899,7083円,79分,112%,61件
16,1900-1949,6182円,71分,111.6%,42件
17,1950-1999,7499円,70分,114.3%,62件
18,2000-2049,8370円,71分,115.8%,62件
19,2050-2099,5376円,65分,111.1%,54件
20,2100-2149,7876円,61分,117.2%,67件
21,2150-2199,6851円,62分,114.7%,67件
22,2200-2249,6194円,54分,115.4%,61件
23,2250-2299,7525円,50分,120.1%,57件
24,2300-2349,7638円,50分,120.5%,58件
25,2350-2399,6741円,46分,119.4%,58件
26,2400-2449,8362円,43分,126%,40件
27,2450-2499,6677円,46分,119.4%,41件
28,2500-2549,7317円,44分,122.1%,47件
29,2550-2599,9934円,38分,134.8%,39件
30,2600-2649,10406円,32分,142.9%,25件
31,2650-2699,10661円,33分,143.2%,30件
32,2700-2749,9878円,35分,138.1%,29件
33,2750-2799,11141円,31分,147.6%,36件
34,2800-2849,11584円,30分,151.5%,35件
35,2850-2899,13280円,25分,170.5%,28件
36,2900-2949,13772円,22分,183.3%,18件
