,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3553円,130分,103.6%,40件
1,1000-1049,4809円,134分,104.8%,35件
2,1050-1099,6172円,129分,106.4%,56件
3,1100-1149,4998円,122分,105.5%,58件
4,1150-1199,5156円,120分,105.8%,69件
5,1200-1249,5994円,120分,106.7%,78件
6,1250-1299,5587円,118分,106.3%,87件
7,1300-1349,5067円,111分,106.1%,74件
8,1350-1399,6049円,111分,107.3%,86件
9,1400-1449,5594円,107分,107%,80件
10,1450-1499,5453円,101分,107.2%,89件
11,1500-1549,4503円,102分,105.9%,101件
12,1550-1599,5653円,98分,107.7%,99件
13,1600-1649,6169円,93分,108.8%,126件
14,1650-1699,6342円,93分,109.1%,107件
15,1700-1749,6979円,93分,110%,116件
16,1750-1799,7369円,90分,110.9%,103件
17,1800-1849,6367円,85分,110%,90件
18,1850-1899,6697円,80分,111.2%,126件
19,1900-1949,6232円,76分,110.9%,115件
20,1950-1999,5611円,76分,109.9%,103件
21,2000-2049,8290円,70分,115.9%,107件
22,2050-2099,5966円,68分,111.8%,75件
23,2100-2149,5715円,66分,111.6%,87件
24,2150-2199,6711円,64分,113.9%,68件
25,2200-2249,6669円,60分,114.9%,70件
26,2250-2299,6694円,53分,116.8%,73件
27,2300-2349,8316円,49分,122.9%,76件
28,2350-2399,7941円,45分,123.3%,61件
29,2400-2449,6864円,47分,119.5%,63件
30,2450-2499,8248円,45分,124.6%,67件
31,2500-2549,8135円,43分,125.2%,56件
32,2550-2599,8639円,42分,127.2%,68件
33,2600-2649,8617円,43分,126.6%,62件
34,2650-2699,9786円,37分,134.9%,53件
35,2700-2749,11001円,35分,141.7%,47件
36,2750-2799,11040円,32分,146.4%,44件
37,2800-2849,12624円,28分,159.4%,46件
38,2850-2899,13408円,28分,163.7%,59件
39,2900-2949,14173円,24分,179.2%,52件
