,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3996円,137分,103.9%,60件
1,850-899,6060円,126分,106.4%,54件
2,900-949,4664円,118分,105.3%,66件
3,950-999,2953円,126分,103.1%,98件
4,1000-1049,4414円,127分,104.6%,105件
5,1050-1099,5153円,123分,105.6%,99件
6,1100-1149,4148円,121分,104.6%,128件
7,1150-1199,3359円,122分,103.7%,124件
8,1200-1249,5973円,118分,106.8%,136件
9,1250-1299,6506円,114分,107.6%,145件
10,1300-1349,4856円,112分,105.8%,154件
11,1350-1399,4147円,109分,105.1%,178件
12,1400-1449,6167円,104分,107.9%,171件
13,1450-1499,6267円,107分,107.8%,174件
14,1500-1549,6223円,99分,108.4%,172件
15,1550-1599,7183円,91分,110.5%,179件
16,1600-1649,7091円,92分,110.3%,157件
17,1650-1699,7051円,94分,110%,163件
18,1700-1749,6979円,87分,110.7%,142件
19,1750-1799,6093円,84分,109.6%,146件
20,1800-1849,6713円,85分,110.6%,135件
21,1850-1899,6755円,76分,111.8%,127件
22,1900-1949,6656円,76分,111.7%,117件
23,1950-1999,7049円,73分,112.9%,129件
24,2000-2049,7625円,69分,114.7%,120件
25,2050-2099,7912円,65分,116.2%,98件
26,2100-2149,8818円,67分,117.6%,109件
27,2150-2199,7831円,59分,117.6%,95件
28,2200-2249,9712円,53分,124.5%,82件
29,2250-2299,7074円,52分,118%,79件
30,2300-2349,8096円,46分,123.5%,71件
31,2350-2399,7219円,44分,121.8%,91件
32,2400-2449,9237円,39分,131.4%,96件
33,2450-2499,9561円,37分,134.6%,78件
34,2500-2549,9062円,42分,129.1%,66件
35,2550-2599,9628円,40分,132.1%,66件
36,2600-2649,11213円,35分,142.4%,69件
37,2650-2699,10573円,34分,141.4%,70件
38,2700-2749,11389円,33分,145.4%,61件
39,2750-2799,11402円,31分,149.2%,65件
40,2800-2849,11912円,28分,156.5%,56件
41,2850-2899,11774円,25分,163.2%,52件
42,2900-2949,14254円,23分,181%,64件
