,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1770円,147分,101.6%,20件
1,600-649,68円,140分,100.1%,32件
2,650-699,916円,123分,101%,45件
3,700-749,-161円,146分,99.9%,67件
4,750-799,2635円,133分,102.6%,73件
5,800-849,350円,137分,100.3%,68件
6,850-899,2075円,129分,102.1%,87件
7,900-949,794円,131分,100.8%,102件
8,950-999,729円,128分,100.8%,98件
9,1000-1049,522円,128分,100.5%,127件
10,1050-1099,1587円,129分,101.6%,134件
11,1100-1149,1983円,122分,102.2%,163件
12,1150-1199,2939円,109分,103.6%,163件
13,1200-1249,2121円,117分,102.4%,162件
14,1250-1299,2656円,108分,103.3%,164件
15,1300-1349,2344円,109分,102.9%,180件
16,1350-1399,1543円,109分,101.9%,198件
17,1400-1449,1918円,106分,102.4%,174件
18,1450-1499,2653円,102分,103.5%,204件
19,1500-1549,2326円,99分,103.1%,190件
20,1550-1599,3249円,98分,104.4%,204件
21,1600-1649,3228円,97分,104.4%,194件
22,1650-1699,3873円,92分,105.6%,176件
23,1700-1749,2701円,88分,104.1%,195件
24,1750-1799,3773円,83分,106.1%,212件
25,1800-1849,3394円,82分,105.6%,189件
26,1850-1899,5073円,80分,108.5%,192件
27,1900-1949,4802円,75分,108.5%,152件
28,1950-1999,3605円,74分,106.5%,160件
29,2000-2049,5268円,70分,110.1%,169件
30,2050-2099,5376円,68分,110.5%,148件
31,2100-2149,5748円,63分,112.1%,171件
32,2150-2199,5455円,59分,112.3%,140件
33,2200-2249,6225円,54分,115.3%,133件
34,2250-2299,5472円,53分,113.7%,138件
35,2300-2349,6235円,48分,117.1%,138件
36,2350-2399,5887円,47分,116.8%,99件
37,2400-2449,6136円,46分,117.8%,118件
38,2450-2499,6748円,43分,120.9%,114件
39,2500-2549,6074円,43分,119%,93件
40,2550-2599,7973円,39分,127.5%,94件
41,2600-2649,8544円,37分,131.1%,88件
42,2650-2699,9187円,34分,136.4%,91件
43,2700-2749,9117円,36分,133.8%,102件
44,2750-2799,10025円,31分,143%,96件
45,2800-2849,11312円,30分,151.1%,77件
46,2850-2899,12192円,25分,164.1%,80件
47,2900-2949,13183円,23分,175.5%,55件
