,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1022円,153分,99.1%,207件
1,350-399,-1428円,150分,98.7%,276件
2,400-449,-1877円,155分,98.4%,334件
3,450-499,-1088円,144分,99%,419件
4,500-549,-2029円,146分,98.2%,495件
5,550-599,-476円,145分,99.6%,544件
6,600-649,-810円,143分,99.2%,571件
7,650-699,-666円,142分,99.4%,639件
8,700-749,-857円,141分,99.2%,675件
9,750-799,-112円,136分,99.9%,685件
10,800-849,-8円,134分,100%,766件
11,850-899,-388円,133分,99.6%,770件
12,900-949,-236円,133分,99.8%,863件
13,950-999,439円,127分,100.5%,889件
14,1000-1049,207円,130分,100.2%,861件
15,1050-1099,414円,124分,100.4%,861件
16,1100-1149,869円,120分,101%,812件
17,1150-1199,910円,121分,101%,748件
18,1200-1249,858円,117分,101%,802件
19,1250-1299,1587円,113分,101.9%,745件
20,1300-1349,1444円,110分,101.8%,725件
21,1350-1399,960円,110分,101.2%,688件
22,1400-1449,1577円,107分,102%,685件
23,1450-1499,2112円,102分,102.8%,651件
24,1500-1549,2352円,99分,103.2%,693件
25,1550-1599,2439円,99分,103.3%,640件
26,1600-1649,2448円,93分,103.5%,589件
27,1650-1699,2961円,92分,104.3%,537件
28,1700-1749,3374円,89分,105.1%,546件
29,1750-1799,3948円,84分,106.3%,474件
30,1800-1849,2925円,84分,104.7%,446件
31,1850-1899,4439円,80分,107.4%,429件
32,1900-1949,3513円,76分,106.1%,426件
33,1950-1999,3917円,73分,107.2%,436件
34,2000-2049,4420円,69分,108.6%,426件
35,2050-2099,4387円,66分,108.8%,396件
36,2100-2149,4103円,64分,108.6%,376件
37,2150-2199,5076円,59分,111.4%,363件
38,2200-2249,4438円,58分,110.1%,355件
39,2250-2299,5575円,54分,113.8%,312件
40,2300-2349,4718円,51分,112.3%,330件
41,2350-2399,5550円,47分,115.6%,315件
42,2400-2449,6121円,45分,118.3%,318件
43,2450-2499,6337円,45分,119%,376件
44,2500-2549,6455円,43分,120%,300件
45,2550-2599,7243円,41分,123.7%,274件
46,2600-2649,8029円,39分,127.6%,282件
47,2650-2699,8839円,37分,132.2%,271件
48,2700-2749,9199円,34分,135.9%,249件
49,2750-2799,10121円,31分,143.9%,236件
50,2800-2849,11315円,29分,151.5%,231件
51,2850-2899,12221円,25分,164.3%,238件
52,2900-2949,13254円,22分,179.4%,187件
